"LastModifiedDate","Case.RecordType.Name","Case.Type","CloseDateTime","AssignedDateTime","Case.IsClosed","Case.Reason","Name","RequestDateTime","UserId.Name","DeclineReason","Case.ClosedDate","ServiceChannelId.DeveloperName","Status","AcceptDateTime","Case.Account.Name","IsDeleted","Case.Status","Group.Name","Case.Product_Family_KB__c","ServiceChannelId","CreatedDate","Id","Case.Role.Name","Case.CreatedDate","PushTimeoutDateTime","Case.Type_of_Support__c","Case.Origin","Case.CurrentDate","CancelDateTime","WorkItemId","Case.CSAT__c","Case.Priority","OriginalQueueId","DeclineDateTime","SystemModstamp","Case.Account.Id","Case.CaseNumber","UserId","ServiceChannelId.MasterLabel","Case.CSAT","ActiveTime","CSAT","Case.Time_Open__c","Case.ED_Outcome__c","CapacityWeight","SpeedToAnswer","AgentCapacityWhenDeclined","CapacityPercentage","PushTimeout","HandleTime"
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-01-09T01:03:49.000Z","2020-01-09T00:41:46.000Z","true","Late Delivery","972","2020-01-08T23:54:20.000Z","Jane Nelson","Iusto facere quas temporibus adipisci nihil nihil.","2020-02-13T23:54:20.000Z","sfdc_liveagent","DeclinedOnPushTimeout","2020-01-09T00:49:37.000Z","RHE Technologies","false","Closed","GeneralQueue","Video Games","0N9B000000032lDKAQ","2020-01-09T00:41:38.000Z","a4AB00000004F4IMAU","West CSR","2020-01-08T23:54:20.000Z","2020-01-09T00:42:05.000Z","Free","Chat","2020-07-13T07:18:39.584Z","2020-01-09T00:51:22.000Z","500B00000045wW6IAI","80.525380709","Medium","00GB0000002IX8tMAG","2020-01-09T00:51:23.000Z","2020-07-01T08:21:54.000Z","001B000000zmlvVIAQ","00018391","005B0000003JLI7IAO","Live Agent",81,852,81,36,80.5,5,3317,180,21,27,852
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-01-25T19:13:44.000Z","2020-01-25T18:37:05.000Z","true","Late Delivery","973","2020-01-08T23:54:20.000Z","Jane Nelson","Commodi nihil eius debitis labore ullam eveniet.","2020-02-13T23:54:20.000Z","Cases","Declined","2020-01-25T18:45:05.000Z","RHE Technologies","false","Closed","Tier1Queue","Video Games","0N9B000000032lBKAQ","2020-01-25T18:35:10.000Z","a4AB00000004F4JMAU","West CSR","2020-01-08T23:54:20.000Z","2020-01-25T18:36:23.000Z","Free","Chat","2020-07-13T07:18:39.584Z","2020-01-25T18:42:48.000Z","500B00000045wW6IAI","80.525380709","Medium","00GB0000002IX8pMAG","2020-01-25T18:38:24.000Z","2020-07-01T08:21:54.000Z","001B000000zmlvVIAQ","00018391","005B0000003JLI7IAO","Cases",81,1719,81,36,80.5,6,1450245,1563,9,73,1719
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-02-28T22:51:28.000Z","2020-02-28T22:20:55.000Z","true","Late Delivery","974","2020-02-28T22:19:41.000Z","Vincent Parrish","Nam molestias dolores mollitia facilis.","2020-02-28T22:19:41.000Z","Leads","Canceled","2020-02-28T22:29:58.000Z","SCI Lights","false","Closed","TargetCampaign","Cables","0N9B000000032lFKAQ","2020-02-28T22:19:41.000Z","a4AB00000004F4KMAU","East CSR","2020-02-28T22:19:41.000Z","2020-02-28T22:20:51.000Z","Basic","Chat","2020-07-13T07:18:39.584Z","2020-02-28T22:29:07.000Z","500B00000045wW7IAI","82.863451778","High","00GB0000002IX9YMAW","2020-02-28T22:26:31.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6QlIAL","00018392","005B0000003JLIJIA4","Leads",83,1290,83,0,82.9,5,617,521,90,70,1290
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-01-29T17:16:14.000Z","2020-01-29T17:04:21.000Z","true","Item Damaged","975","2020-01-29T17:04:05.000Z","William Edwards","Officiis nemo ad dolorem ullam.","2020-01-29T17:04:05.000Z","Cases","Canceled","2020-01-29T17:13:18.000Z","SCI Lights","false","Closed","Social_Queue","Cables","0N9B000000032lBKAQ","2020-01-29T17:04:05.000Z","a4AB00000004F4LMAU","East CSR","2020-01-29T17:04:05.000Z","2020-01-29T17:04:23.000Z","Basic","Chat","2020-07-13T07:18:39.584Z","2020-01-29T17:09:16.000Z","500B0000003371YIAQ","76.83502538","Medium","00GB0000002IXAAMA4","2020-01-29T17:14:04.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6QlIAL","00015592","005B0000003JLI6IAO","Cases",77,176,77,0,66.8,2,553,1664,44,18,176
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-02-23T17:18:29.000Z","2020-02-23T16:50:56.000Z","true","Hardware Question","976","2020-02-23T16:50:00.000Z","Susan Pena","Quasi odit ad enim velit aliquam saepe eveniet explicabo.","2020-02-23T16:50:00.000Z","sfdc_liveagent","Closed","2020-02-23T16:57:53.000Z","eSellSolutions.com","false","Closed","Social_Queue","Cameras","0N9B000000032lDKAQ","2020-02-23T16:50:00.000Z","a4AB00000004F4MMAU","Central CSR","2020-02-23T16:50:00.000Z","2020-02-23T16:51:23.000Z","Platinum","Chat","2020-07-13T07:18:39.584Z","2020-02-23T16:55:30.000Z","500B00000045wW8IAI","81.538071065","Medium","00GB0000002IXAAMA4","2020-02-23T16:55:03.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6QmIAL","00018393","005B0000003JLI3IAO","Live Agent",82,1236,82,0,51.6,4,473,263,32,83,1236
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-02-22T19:40:19.000Z","2020-02-22T19:24:46.000Z","true","Item Damaged","977","2020-02-22T19:24:30.000Z","Susan Pena","Earum eveniet minima harum alias et.","2020-02-22T19:24:30.000Z","Cases","DeclinedOnPushTimeout","2020-02-22T19:33:28.000Z","eSellSolutions.com","false","Closed","InternationalQueue","Cameras","0N9B000000032lBKAQ","2020-02-22T19:24:30.000Z","a4AB00000004F4NMAU","Central CSR","2020-02-22T19:24:30.000Z","2020-02-22T19:25:57.000Z","Platinum","Chat","2020-07-13T07:18:39.584Z","2020-02-22T19:33:28.000Z","500B00000045wW9IAI","78.190355332","Low","00GB0000002IX9DMAW","2020-02-22T19:25:45.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6QmIAL","00018394","005B0000003JLI3IAO","Cases",78,411,78,0,51.6,5,538,46,40,87,411
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-01-22T00:14:01.000Z","2020-01-21T23:56:46.000Z","true","Hardware Question","978","2020-01-21T23:55:21.000Z","Jennifer Barton","Voluptates eius sint possimus consequuntur voluptate cumque.","2020-01-21T23:55:21.000Z","Leads","DeclinedOnPushTimeout","2020-01-22T00:06:06.000Z","Monstermoving.com","false","Closed","Tier2Queue","Computers","0N9B000000032lFKAQ","2020-01-21T23:55:21.000Z","a4AB00000004F4OMAU","West CSR","2020-01-21T23:55:21.000Z","2020-01-21T23:55:46.000Z","Basic","Chat","2020-07-13T07:18:39.584Z","2020-01-22T00:02:47.000Z","500B0000002uCR0IAM","77.42005076000001","High","00GB0000002IX9AMAW","2020-01-22T00:04:16.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6QnIAL","00002184","005B0000003JLICIA4","Leads",77,475,77,0,51.6,6,645,526,82,25,475
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-02-27T18:05:24.000Z","2020-02-27T17:52:52.000Z","true","Late Delivery","979","2020-02-27T17:51:02.000Z","Melody Moore","Aut animi laboriosam reiciendis occaecati debitis.","2020-02-27T17:51:02.000Z","sfdc_liveagent","Closed","2020-02-27T18:01:55.000Z","Monstermoving.com","false","Closed","Social_Queue","DVD Players","0N9B000000032lDKAQ","2020-02-27T17:51:02.000Z","a4AB00000004F4PMAU","West CSR","2020-02-27T17:51:02.000Z","2020-02-27T17:52:35.000Z","Basic","Chat","2020-07-13T07:18:39.584Z","2020-02-27T17:56:26.000Z","500B00000045wWAIAY","79.45241117","High","00GB0000002IXAAMA4","2020-02-27T17:58:19.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6QnIAL","00018395","005B0000003JLIEIA4","Live Agent",79,209,79,0,81.6,1,653,422,56,93,209
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-02-02T16:32:00.000Z","2020-02-02T16:07:03.000Z","true","Late Delivery","980","2020-02-02T16:05:54.000Z","Katie Cole","Beatae nisi exercitationem minima voluptas repellat.","2020-02-02T16:05:54.000Z","Leads","Canceled","2020-02-02T16:15:04.000Z","MERS","false","Closed","Knowledge_Translations","DVD Players","0N9B000000032lFKAQ","2020-02-02T16:05:54.000Z","a4AB00000004F4QMAU","Central CSR","2020-02-02T16:05:54.000Z","2020-02-02T16:05:57.000Z","Basic","Chat","2020-07-13T07:18:39.584Z","2020-02-02T16:08:04.000Z","500B000000358TmIAI","75.237944164","Medium","00GB0000002IXB4MAO","2020-02-02T16:14:04.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6QoIAL","00012041","005B0000003JLIBIA4","Leads",75,1016,75,0,51.6,4,550,1010,97,3,1016
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-02-25T19:31:38.000Z","2020-02-25T19:17:16.000Z","true","Late Delivery","981","2020-02-25T19:15:48.000Z","Katie Adams","Ab autem quam laboriosam nulla eum quia ullam.","2020-02-25T19:15:48.000Z","Cases","Canceled","2020-02-25T19:19:55.000Z","MERS","false","Closed","Knowledge_Translations","DVD Players","0N9B000000032lBKAQ","2020-02-25T19:15:48.000Z","a4AB00000004F4RMAU","West CSR","2020-02-25T19:15:48.000Z","2020-02-25T19:16:35.000Z","Basic","Chat","2020-07-13T07:18:39.584Z","2020-02-25T19:27:11.000Z","500B00000045wWBIAY","78.05203045600001","Low","00GB0000002IXB4MAO","2020-02-25T19:25:34.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6QoIAL","00018396","005B0000003JLIHIA4","Cases",78,703,78,0,81.6,3,247,1600,85,47,703
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-02-25T19:43:10.000Z","2020-02-25T19:16:55.000Z","true","Late Delivery","982","2020-02-25T19:15:48.000Z","Katie Adams","Laborum esse adipisci consectetur illum maiores quod exercitationem.","2020-02-25T19:15:48.000Z","Cases","Canceled","2020-02-25T19:19:05.000Z","MERS","false","Closed","TargetCampaign","DVD Players","0N9B000000032lBKAQ","2020-02-25T19:15:48.000Z","a4AB00000004F4SMAU","West CSR","2020-02-25T19:15:48.000Z","2020-02-25T19:17:13.000Z","Basic","Chat","2020-07-13T07:18:39.584Z","2020-02-25T19:21:24.000Z","500B00000045wWBIAY","78.05203045600001","Low","00GB0000002IX9YMAW","2020-02-25T19:19:02.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6QoIAL","00018396","005B0000003JLIHIA4","Cases",78,1445,78,0,81.6,4,197,1555,15,85,1445
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-02-11T11:49:34.000Z","2020-02-11T11:13:09.000Z","false","Item Damaged","983","2020-01-26T19:35:25.000Z","Susan Pena","Maiores ea numquam dolorem quidem necessitatibus.","2020-03-26T19:35:25.000Z","LiveMessage","Unavailable","2020-02-11T11:19:40.000Z","MERS","false","New","Tier3Queue","Headphones","0N9B000000032lCKAQ","2020-02-11T11:12:05.000Z","a4AB00000004F4TMAU","Central CSR","2020-01-26T19:35:25.000Z","2020-02-11T11:12:48.000Z","Silver","Chat","2020-07-13T07:18:39.584Z","2020-02-11T11:14:18.000Z","500B0000003371bIAA","73.215228427","Medium","00GB0000002IX9CMAW","2020-02-11T11:20:15.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6QoIAL","00015595","005B0000003JLI3IAO","LiveMessage",73,1794,73,60,51.6,2,1352655,1783,74,43,1794
"2020-07-01T08:21:54.000Z","Technical Service","Product Support","2020-02-03T23:06:07.000Z","2020-02-03T22:42:02.000Z","false","Item Damaged","984","2020-01-26T19:35:25.000Z","Susan Pena","Dolor excepturi eos natus impedit officiis magnam.","2020-03-26T19:35:25.000Z","sfdc_liveagent","Assigned","2020-02-03T22:47:31.000Z","MERS","false","New","Knowledge_Translations","Headphones","0N9B000000032lDKAQ","2020-02-03T22:41:35.000Z","a4AB00000004F4UMAU","Central CSR","2020-01-26T19:35:25.000Z","2020-02-03T22:43:03.000Z","Silver","Chat","2020-07-13T07:18:39.584Z","2020-02-03T22:51:54.000Z","500B0000003371bIAA","73.215228427","Medium","00GB0000002IXB4MAO","2020-02-03T22:45:12.000Z","2020-07-01T08:21:54.000Z","001B000000WJ6QoIAL","00015595","005B0000003JLI3IAO","Live Agent",73,1116,73,60,51.6,3,702726,914,40,88,1116
