"LastModifiedDate","User_ParentPath","LoyaltyProgramMember_MemberName","LoyaltyProgramMember_EnrollmentDate","PartnerId","LoyaltyProgramMember_IsReferral","ProductId","Industry","LoyaltyProgramMember_Account_Name","LoyaltyProgramMember_MemberState","JournalSubTypeId","CreatedById","Product_or_ProductCategory_Flag","User_UniqueUserName","JournalReason","Status","IsDeleted","ActivityDate","LoyaltyProgramMember_Contact_Birthdate","LoyaltyProgramMember_MemberCountry","LoyaltyProgramMember_Referrer_Contact_Birthdate","JournalSubType_Name","Channel","LoyaltyProgramPartner_PartnerCategory","LoyaltyProgramMember_LeadOrContactName","Product_Name","Establishment","LoyaltyProgramMember_LeadOrContactId","Product_or_ProductCategory","Brand","LoyaltyProgramMember_LoyaltyProgram_Name","LoyaltyProgramMember_MembershipNumber","RelatedJournalId","LoyaltyProgramMember_LastActivityDate","LoyaltyProgramMember_MemberType","LoyaltyProgramPartner_PartnerIndustry","CreatedDate","LoyaltyProgramMember_Referrer_MembershipNumber","PaymentMethod","QuantityUnitOfMeasureId","Id","LoyaltyProgramPartner_Partner_Type","LoyaltyProgramMember_Contact_Name","LoyaltyProgramMember_MemberId","LoyaltyProgramMember_ProgramId","JournalTypeId","JournalType_Name1","Product_ProductCode","User_SmallPhotoUrl","UsageType","LoyaltyProgramMember_MemberStatus","LoyaltyProgramMember_MembershipEndDate","User_ManagerId","MemberId","User_Role_ParentRoleId","LoyaltyProgramMember_MemberTenureBucket","User_Computed_ParentID","LoyaltyProgramMember_Contact_MobilePhone","LoyaltyProgramPartner_PartnerType","LoyaltyProgramMember_EnrollmentChannel","Product_or_ProductCategory_ID","LoyaltyProgramPartner_Partner_Name","JournalDate","JournalType_Name","LoyaltyProgramMember_Referrer_Contact_Name","LastProcessedDate","Quantity","LoyaltyProgramMember_MemberCity","LoyaltyProgramMember_Referrer_Contact_MobilePhone","ProductCategory_Name","Product_Family","User_Role_Name","ProductCategoryId","TransactionLocation","LoyaltyProgramMember_AccountContact_Id","LastModifiedById","TransactionAmount"
"2021-05-18T12:13:38.000Z",,"Marc15 Tom15","2020-07-08",,"No",,,,"CA",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-07-14",,"USA",,,,,"Marc15 Tom15",,"ST032","003B000000IXi01IAD",,,"NTO Insider","A001",,,"Individual",,"2021-05-18T12:13:38.000Z",,,,"0lVB0000000VSDFMA4",,"Marc15 Tom15","003B000000IXi01IAD","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIE9MAO",,"6.1-2 years",,,,"CallCenter",,,"2020-07-07T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"San Francisco",,,,,,,,"005B0000006txQYIAY",722
"2021-05-18T12:13:38.000Z",,"Perf178 Trail178","2021-07-27",,"No",,,,"CA",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-07-22",,"USA",,,,,"Perf178 Trail178",,"ST032","003B000000IXhuMIAT",,,"NTO Insider","IndivAiK_147",,,"Individual",,"2021-05-18T12:13:38.000Z",,,,"0lVB0000000VSDGMA4",,"Perf178 Trail178","003B000000IXhuMIAT","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEXMA4",,"3.3-6 months",,,,"Web",,,"2020-07-15T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"San Francisco",,,,,,,,"005B0000006txQYIAY",441
"2021-05-18T12:13:38.000Z",,"Perf179 Trail179","2021-03-15",,"No",,,,"NJ",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-07-08",,"USA",,,,,"Perf179 Trail179",,"ST032","003B000000IXhuNIAT",,,"NTO Insider","IndivAiK_148",,,"Individual",,"2021-05-18T12:13:38.000Z",,,,"0lVB0000000VSDHMA4",,"Perf179 Trail179","003B000000IXhuNIAT","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEYMA4",,"4.6-9 months",,,,"POS",,,"2020-07-01T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"New Jersey",,,,,,,,"005B0000006txQYIAY",1214
"2021-05-18T12:13:38.000Z",,"Perf180 Trail180","2020-07-13",,"No",,,,"CA",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-07-09",,"USA",,,,,"Perf180 Trail180",,"ST032","003B000000IXhuOIAT",,,"NTO Insider","IndivAiK_149",,,"Individual",,"2021-05-18T12:13:38.000Z",,,,"0lVB0000000VSDIMA4",,"Perf180 Trail180","003B000000IXhuOIAT","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEZMA4",,"6.1-2 years",,,,"CallCenter",,,"2020-07-02T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"San Francisco",,,,,,,,"005B0000006txQYIAY",1120
"2021-05-18T12:13:38.000Z",,"Perf181 Trail181","2020-07-02",,"No",,,,"Ontario",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-07-09",,"Canada",,,,,"Perf181 Trail181",,"ST032","003B000000IXhuPIAT",,,"NTO Insider","IndivAiK_150",,,"Individual",,"2021-05-18T12:13:38.000Z",,,,"0lVB0000000VSDJMA4",,"Perf181 Trail181","003B000000IXhuPIAT","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEaMAO",,"6.1-2 years",,,,"Social",,,"2020-07-02T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"Toronto",,,,,,,,"005B0000006txQYIAY",1167
"2021-05-18T12:13:38.000Z",,"Perf182 Trail182","2020-06-23",,"No",,,,"Ontario",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-07-20",,"Canada",,,,,"Perf182 Trail182",,"ST032","003B000000IXhuQIAT",,,"NTO Insider","IndivAiK_151",,,"Individual",,"2021-05-18T12:13:38.000Z",,,,"0lVB0000000VSDKMA4",,"Perf182 Trail182","003B000000IXhuQIAT","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEbMAO",,"6.1-2 years",,,,"Email",,,"2020-07-13T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"Toronto",,,,,,,,"005B0000006txQYIAY",1534
"2021-05-18T12:13:38.000Z",,"Perf183 Trail183","2020-09-01",,"No",,,,"Ontario",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-07-17",,"Canada",,,,,"Perf183 Trail183",,"ST032","003B000000IXhuRIAT",,,"NTO Insider","IndivAiK_152",,,"Individual",,"2021-05-18T12:13:38.000Z",,,,"0lVB0000000VSDLMA4",,"Perf183 Trail183","003B000000IXhuRIAT","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEcMAO",,"6.1-2 years",,,,"Web",,,"2020-07-10T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"Toronto",,,,,,,,"005B0000006txQYIAY",977
"2021-05-18T12:13:38.000Z",,"Perf184 Trail184","2020-01-23",,"No",,,,"NY",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-07-09",,"USA",,,,,"Perf184 Trail184",,"ST032","003B000000IXhuSIAT",,,"NTO Insider","IndivAiK_153",,,"Individual",,"2021-05-18T12:13:38.000Z",,,,"0lVB0000000VSDMMA4",,"Perf184 Trail184","003B000000IXhuSIAT","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEdMAO",,"6.1-2 years",,,,"POS",,,"2020-07-02T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"New York City",,,,,,,,"005B0000006txQYIAY",629
"2021-05-18T12:13:38.000Z",,"Perf185 Trail185","2020-08-24",,"No",,,,"NY",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-07-15",,"USA",,,,,"Perf185 Trail185",,"ST032","003B000000IXhuTIAT",,,"NTO Insider","IndivAiK_154",,,"Individual",,"2021-05-18T12:13:38.000Z",,,,"0lVB0000000VSDNMA4",,"Perf185 Trail185","003B000000IXhuTIAT","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEeMAO",,"6.1-2 years",,,,"CallCenter",,,"2020-07-08T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"New York",,,,,,,,"005B0000006txQYIAY",392
"2021-05-18T12:13:38.000Z",,"Perf186 Trail186","2020-08-11",,"No",,,,"NY",,"005B0000006txQYIAY",,"Divya Admin (divya@232loyaltyed2.com)",,"Pending","false","2020-07-14",,"USA",,,,,"Perf186 Trail186",,"ST032","003B000000IXhuUIAT",,,"NTO Insider","IndivAiK_155",,,"Individual",,"2021-05-18T12:13:38.000Z",,,,"0lVB0000000VSDOMA4",,"Perf186 Trail186","003B000000IXhuUIAT","0lpB0000000PBdwIAG","0lEB0000000PB2gMAG","Accrual",,"https://232loyaltyed2--c.documentforce.com/profilephoto/005/T","Loyalty","Active",,"NA","0lMB0000000RIEfMAO",,"6.1-2 years",,,,"Social",,,"2020-07-07T00:00:00.000Z","Accrual_Pending",,"2021-11-04",,"New York",,,,,,,,"005B0000006txQYIAY",1199
