"LastModifiedDate","Page.DeveloperName","SurveyVersion.Survey.Owner.PostalCode","QuestionChoice.Name","SurveyVersion.Survey.Owner.City","SurveyVersion.Survey.DeveloperName","Page.Id","SurveyVersion.Description","SurveyVersion.Survey.Owner.Title","Name","CreatedById","Page.CreatedDate","DeveloperName","SurveyVersion.LastModifiedDate","SurveyVersion.SurveyId","IsDeleted","SurveyVersion.Survey.LatestVersionId","SurveyVersion.Survey.Owner.Name","SurveyVersion.Survey.Owner.CreatedDate","SurveyVersion.VersionNumber","SurveyPageId","SurveyVersion.Survey.SurveyType","QuestionName","CreatedDate","SurveyVersion.Survey.Id","Id","SurveyVersion.BrandingSetId","SurveyVersion.Survey.Description","SurveyVersion.CreatedDate","SurveyVersion.Survey.Owner.Department","SurveyVersion.Survey.IsDeleted","Page.Name","SurveyVersion.Survey.Owner.State","SurveyVersion.Survey.OwnerId","QuestionType","SurveyVersion.IsDeleted","SurveyVersion.Id","SurveyVersion.Survey.Name","SystemModstamp","SurveyVersion.Survey.ActiveVersionId","SurveyVersion.SurveyStatus","IsDeprecated","SurveyVersionId","SurveyVersion.Name","SurveyVersion.LastViewedDate","LastModifiedById","Responses.Counter","SurveyVersion.Survey.TotalVersionsCount"
"2019-06-10T06:28:11.000Z","p_acf21062_01e4_4e14_9435_cbe33dc59d26","94105",,"San Francisco","employeesurvey_sample","0KeB0000000GsKOKA0",,,"Please enter your joining date:","005B0000005odYPIAY","2019-06-10T06:28:10.000Z","q_8a361d63_6175_4e07_99f6_6b6e645021cd","2019-06-10T06:28:10.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","1","0KeB0000000GsKOKA0","Survey","Please enter your joining date:","2019-06-10T06:28:11.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsLMKA0",,,"2019-06-10T06:27:53.000Z",,"false","Joining Date:","CA","005B0000005odYPIAY","Date","false","0KsB0000000Gs61KAC","EmployeeSurvey(Sample)","2019-06-10T06:28:11.000Z","0KsB00000000GcWKAU","Obsolete","false","0KsB0000000Gs61KAC","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",,12
"2019-06-10T06:28:11.000Z","p_92bcafac_dfe3_46b3_9d48_07986baa9342","94105","Advertising","San Francisco","employeesurvey_sample","0KeB0000000GsKMKA0",,,"How did you come to know about Salesforce","005B0000005odYPIAY","2019-06-10T06:28:10.000Z","q_bc59b760_e2aa_4b70_b716_0925696eea5e","2019-06-10T06:28:10.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","1","0KeB0000000GsKMKA0","Survey","How did you come to know about Salesforce","2019-06-10T06:28:11.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsLNKA0",,,"2019-06-10T06:27:53.000Z",,"false","Knowing Salesforce","CA","005B0000005odYPIAY","MultiChoice","false","0KsB0000000Gs61KAC","EmployeeSurvey(Sample)","2019-06-10T06:28:11.000Z","0KsB00000000GcWKAU","Obsolete","false","0KsB0000000Gs61KAC","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",,12
"2019-06-10T06:28:11.000Z","p_67bb5df7_1bb8_4360_92e7_a0f592b081c7","94105",,"San Francisco","employeesurvey_sample","0KeB0000000GsKLKA0",,,"How do you Work Satisfaction in Salesforce ?","005B0000005odYPIAY","2019-06-10T06:28:10.000Z","q_5c5d16fb_163c_44c9_bb55_8dc1584b5baf","2019-06-10T06:28:10.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","1","0KeB0000000GsKLKA0","Survey","How do you Work Satisfaction in Salesforce ?","2019-06-10T06:28:11.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsLOKA0",,,"2019-06-10T06:27:53.000Z",,"false","Satisfaction in Salesforce","CA","005B0000005odYPIAY","NPS","false","0KsB0000000Gs61KAC","EmployeeSurvey(Sample)","2019-06-10T06:28:11.000Z","0KsB00000000GcWKAU","Obsolete","false","0KsB0000000Gs61KAC","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",,12
"2019-06-10T06:28:11.000Z","p_56603dc1_bf25_45e9_9335_f2f545a8d43f","94105","Customer Support","San Francisco","employeesurvey_sample","0KeB0000000GsKKKA0",,,"Please select your team :","005B0000005odYPIAY","2019-06-10T06:28:10.000Z","q_b1e5bce5_512e_464c_a294_729d9ca0d1c3","2019-06-10T06:28:10.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","1","0KeB0000000GsKKKA0","Survey","Please select your team :","2019-06-10T06:28:11.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsLPKA0",,,"2019-06-10T06:27:53.000Z",,"false","Select Team","CA","005B0000005odYPIAY","Picklist","false","0KsB0000000Gs61KAC","EmployeeSurvey(Sample)","2019-06-10T06:28:11.000Z","0KsB00000000GcWKAU","Obsolete","false","0KsB0000000Gs61KAC","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",,12
"2019-06-10T06:28:11.000Z","p_02d10dc7_2382_4443_a360_16b14548d788","94105","Ability Force","San Francisco","employeesurvey_sample","0KeB0000000GsKHKA0",,,"Please select VTO team :","005B0000005odYPIAY","2019-06-10T06:28:10.000Z","q_036b04e4_b655_47fe_a1be_4517afd93e69","2019-06-10T06:28:10.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","1","0KeB0000000GsKHKA0","Survey","Please select VTO team :","2019-06-10T06:28:11.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsLQKA0",,,"2019-06-10T06:27:53.000Z",,"false","Select VTO","CA","005B0000005odYPIAY","RadioButton","false","0KsB0000000Gs61KAC","EmployeeSurvey(Sample)","2019-06-10T06:28:11.000Z","0KsB00000000GcWKAU","Obsolete","false","0KsB0000000Gs61KAC","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",,12
"2019-06-10T06:28:11.000Z","p_980c7c3c_3492_4448_b94d_d57a131659df","94105","Barista","San Francisco","employeesurvey_sample","0KeB0000000GsKNKA0",,,"Rank below benefits:","005B0000005odYPIAY","2019-06-10T06:28:10.000Z","q_fdee9a2d_f1e7_4f25_9a10_596fcbda8156","2019-06-10T06:28:10.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","1","0KeB0000000GsKNKA0","Survey","Rank below benefits:","2019-06-10T06:28:11.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsLRKA0",,,"2019-06-10T06:27:53.000Z",,"false","Ranking Benefits","CA","005B0000005odYPIAY","StackRank","false","0KsB0000000Gs61KAC","EmployeeSurvey(Sample)","2019-06-10T06:28:11.000Z","0KsB00000000GcWKAU","Obsolete","false","0KsB0000000Gs61KAC","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",,12
"2019-06-10T06:28:11.000Z","p_cc52306b_1bc3_4c01_8bec_0fc647e101b6","94105",,"San Francisco","employeesurvey_sample","0KeB0000000GsKPKA0",,,"Please score your overall experience in Industries team:","005B0000005odYPIAY","2019-06-10T06:28:10.000Z","q_4a94109a_f71e_4ad3_be1e_96ebe15b1af7","2019-06-10T06:28:10.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","1","0KeB0000000GsKPKA0","Survey","Please score your overall experience in Industries team:","2019-06-10T06:28:11.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsLSKA0",,,"2019-06-10T06:27:53.000Z",,"false","Score Overall Experience","CA","005B0000005odYPIAY","CSAT","false","0KsB0000000Gs61KAC","EmployeeSurvey(Sample)","2019-06-10T06:28:11.000Z","0KsB00000000GcWKAU","Obsolete","false","0KsB0000000Gs61KAC","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",,12
"2019-06-10T06:28:11.000Z","p_0bfd9d21_4045_4812_9b18_e12e3966d23d","94105","1.0","San Francisco","employeesurvey_sample","0KeB0000000GsKIKA0",,,"Please rate your recommendation in Industries team:","005B0000005odYPIAY","2019-06-10T06:28:10.000Z","q_b4ceb010_176c_4446_8dcb_6c495e9e172f","2019-06-10T06:28:10.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","1","0KeB0000000GsKIKA0","Survey","Please rate your recommendation in Industries team:","2019-06-10T06:28:11.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsLTKA0",,,"2019-06-10T06:27:53.000Z",,"false","Rate your recommendations...","CA","005B0000005odYPIAY","Rating","false","0KsB0000000Gs61KAC","EmployeeSurvey(Sample)","2019-06-10T06:28:11.000Z","0KsB00000000GcWKAU","Obsolete","false","0KsB0000000Gs61KAC","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",,12
"2019-06-10T06:28:11.000Z","p_02a88989_4c68_47be_ad57_8a533a3a16c0","94105",,"San Francisco","employeesurvey_sample","0KeB0000000GsKGKA0",,,"How fast is Salesforce app loading ?","005B0000005odYPIAY","2019-06-10T06:28:10.000Z","q_1f06fef6_fd3d_4e15_9722_7ef054b30824","2019-06-10T06:28:10.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","1","0KeB0000000GsKGKA0","Survey","How fast is Salesforce app loading ?","2019-06-10T06:28:11.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsLUKA0",,,"2019-06-10T06:27:53.000Z",,"false","Salesforce App load","CA","005B0000005odYPIAY","Slider","false","0KsB0000000Gs61KAC","EmployeeSurvey(Sample)","2019-06-10T06:28:11.000Z","0KsB00000000GcWKAU","Obsolete","false","0KsB0000000Gs61KAC","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",,12
"2019-06-10T06:28:11.000Z","p_2b31bbe3_9fee_475b_8ead_801af5bd07cc","94105",,"San Francisco","employeesurvey_sample","0KeB0000000GsKJKA0",,,"Please describe your overall experience working with Salesforce...","005B0000005odYPIAY","2019-06-10T06:28:10.000Z","q_0ed306d2_172d_4b5c_a131_8cc64da1e4f4","2019-06-10T06:28:10.000Z","0KdB0000000Gs2dKAC","false","0KsB00000000GgyKAE","Admin User","2019-06-05T09:14:03.000Z","1","0KeB0000000GsKJKA0","Survey","Please describe your overall experience working with Salesforce...","2019-06-10T06:28:11.000Z","0KdB0000000Gs2dKAC","0KuB0000000GsLVKA0",,,"2019-06-10T06:27:53.000Z",,"false","Addition Comments","CA","005B0000005odYPIAY","FreeText","false","0KsB0000000Gs61KAC","EmployeeSurvey(Sample)","2019-06-10T06:28:11.000Z","0KsB00000000GcWKAU","Obsolete","false","0KsB0000000Gs61KAC","EmployeeSurvey(Sample)",,"005B0000005odYPIAY",,12
