"LastModifiedDate","IsDeleted","ServicePresenceStatusId","IsCurrentState","LastProcessedDate","ServicePresenceStatusId_MasterLabel","StatusEndDate","Name","SystemModstamp","StatusStartDate","UserId","CreatedDate","UserId_Name","Id","IsAway","StatusDuration","IdleDuration","ConfiguredCapacity","AverageCapacity","AtCapacityDuration"
"2022-09-09","false","0N5B000000005W9KAI","true","2022-09-09","Available - LiveMessage","2019-03-13T00:09:22.000Z","753","2022-09-09","2021-05-21","005B0000003JLIJIA4","2021-05-21","Vincent Parrish","a4BB00000004F5gMAE","true",146,265,124,130,462
"2022-09-09","false","0N5B000000005W8KAI","true","2022-09-09","Busy - Training","2019-03-11T14:01:14.000Z","754","2022-09-09","2021-05-19","005B0000003JLIJIA4","2021-05-19","Vincent Parrish","a4BB00000004F5hMAE","true",607,450,577,376,511
"2022-09-09","false","0N5B000000005W5KAI","false","2022-09-09","Available - Live Agent","2019-08-02T17:20:22.000Z","755","2022-09-09","2021-10-10","005B0000003JLIJIA4","2021-10-10","Vincent Parrish","a4BB00000004F5iMAE","true",219,284,168,42,327
"2022-09-09","false","0N5B000000005W4KAI","true","2022-09-09","Available - Cases","2019-09-11T04:12:51.000Z","756","2022-09-09","2021-11-19","005B0000003JLIJIA4","2021-11-19","Vincent Parrish","a4BB00000004F5jMAE","false",739,549,335,483,614
"2022-09-09","false","0N5B000000005W4KAI","true","2022-09-09","Available - Cases","2019-04-13T01:31:34.000Z","757","2022-09-09","2021-06-21","005B0000003JLIJIA4","2021-06-21","Vincent Parrish","a4BB00000004F5kMAE","false",575,245,276,483,165
"2022-09-09","false","0N5B000000005W5KAI","true","2022-09-09","Available - Live Agent","2019-05-27T13:06:51.000Z","758","2022-09-09","2021-08-04","005B0000003JLIJIA4","2021-08-04","Vincent Parrish","a4BB00000004F5lMAE","false",663,67,514,162,436
"2022-09-09","false","0N5B000000005W8KAI","true","2022-09-09","Busy - Training","2019-08-27T00:48:04.000Z","759","2022-09-09","2021-11-04","005B0000003JLIJIA4","2021-11-04","Vincent Parrish","a4BB00000004F5mMAE","false",898,481,199,353,315
"2022-09-09","false","0N5B000000005W3KAI","true","2022-09-09","Busy","2019-10-01T06:50:54.000Z","760","2022-09-09","2021-12-09","005B0000003JLIJIA4","2021-12-09","Vincent Parrish","a4BB00000004F5nMAE","false",657,207,407,163,833
"2022-09-09","false","0N5B000000005W5KAI","false","2022-09-09","Available - Live Agent","2019-03-15T09:28:46.000Z","761","2022-09-09","2021-05-23","005B0000003JLIJIA4","2021-05-23","Vincent Parrish","a4BB00000004F5oMAE","true",641,214,438,433,162
"2022-09-09","false","0N5B000000005W8KAI","true","2022-09-09","Busy - Training","2019-08-10T18:24:59.000Z","762","2022-09-09","2021-10-18","005B0000003JLIJIA4","2021-10-18","Vincent Parrish","a4BB00000004F5pMAE","false",117,130,337,252,899
"2022-09-09","false","0N5B000000005W3KAI","true","2022-09-09","Busy","2019-05-14T20:34:59.000Z","763","2022-09-09","2021-07-22","005B0000003JLIJIA4","2021-07-22","Vincent Parrish","a4BB00000004F5qMAE","true",566,531,353,376,408
"2022-09-09","false","0N5B000000005W9KAI","false","2022-09-09","Available - LiveMessage","2020-02-13T05:53:17.000Z","764","2022-09-09","2022-04-23","005B0000003JLIJIA4","2022-04-23","Vincent Parrish","a4BB00000004F5rMAE","false",334,223,111,203,31
"2022-09-09","false","0N5B000000005W8KAI","false","2022-09-09","Busy - Training","2019-05-30T01:52:08.000Z","765","2022-09-09","2021-08-07","005B0000003JLIJIA4","2021-08-07","Vincent Parrish","a4BB00000004F5sMAE","false",569,217,228,101,287
"2022-09-09","false","0N5B000000005W3KAI","true","2022-09-09","Busy","2019-10-17T19:57:15.000Z","766","2022-09-09","2021-12-25","005B0000003JLIJIA4","2021-12-25","Vincent Parrish","a4BB00000004F5tMAE","true",857,176,293,70,317
"2022-09-09","false","0N5B000000005W5KAI","false","2022-09-09","Available - Live Agent","2019-05-07T21:46:47.000Z","767","2022-09-09","2021-07-15","005B0000003JLIJIA4","2021-07-15","Vincent Parrish","a4BB00000004F5uMAE","false",560,95,524,257,199
"2022-09-09","false","0N5B000000005W3KAI","true","2022-09-09","Busy","2019-11-08T11:52:53.000Z","768","2022-09-09","2022-01-16","005B0000003JLIJIA4","2022-01-16","Vincent Parrish","a4BB00000004F5vMAE","true",793,529,220,394,151
"2022-09-09","false","0N5B000000005W7KAI","true","2022-09-09","Busy - Lunch","2019-09-28T14:40:14.000Z","769","2022-09-09","2021-12-06","005B0000003JLIJIA4","2021-12-06","Vincent Parrish","a4BB00000004F5wMAE","false",680,592,207,333,616
"2022-09-09","false","0N5B000000005W4KAI","false","2022-09-09","Available - Cases","2019-11-14T04:15:46.000Z","1061","2022-09-09","2022-01-22","005B0000003JLIKIA4","2022-01-22","Jonathan Bradshaw","a4BB00000004FAeMAM","true",95,280,568,290,310
"2022-09-09","false","0N5B000000005W7KAI","false","2022-09-09","Busy - Lunch","2019-05-14T07:43:30.000Z","1062","2022-09-09","2021-07-22","005B0000003JLIKIA4","2021-07-22","Jonathan Bradshaw","a4BB00000004FAfMAM","true",500,237,347,453,817
"2022-09-09","false","0N5B000000005W5KAI","true","2022-09-09","Available - Live Agent","2020-03-04T22:58:16.000Z","1063","2022-09-09","2022-05-13","005B0000003JLIKIA4","2022-05-13","Jonathan Bradshaw","a4BB00000004FAgMAM","true",538,466,164,255,237
"2022-09-09","false","0N5B000000005W4KAI","true","2022-09-09","Available - Cases","2019-04-09T05:39:23.000Z","1064","2022-09-09","2021-06-17","005B0000003JLIKIA4","2021-06-17","Jonathan Bradshaw","a4BB00000004FAhMAM","false",544,508,360,174,798
"2022-09-09","false","0N5B000000005W5KAI","true","2022-09-09","Available - Live Agent","2019-05-15T22:09:14.000Z","1065","2022-09-09","2021-07-23","005B0000003JLIKIA4","2021-07-23","Jonathan Bradshaw","a4BB00000004FAiMAM","true",505,336,149,46,145
"2022-09-09","false","0N5B000000005W3KAI","true","2022-09-09","Busy","2020-01-23T21:41:53.000Z","1066","2022-09-09","2022-04-02","005B0000003JLIKIA4","2022-04-02","Jonathan Bradshaw","a4BB00000004FAjMAM","true",386,270,403,392,161
"2022-09-09","false","0N5B000000005W4KAI","true","2022-09-09","Available - Cases","2019-04-24T21:05:29.000Z","1067","2022-09-09","2021-07-02","005B0000003JLIKIA4","2021-07-02","Jonathan Bradshaw","a4BB00000004FAkMAM","true",298,293,259,198,724
"2022-09-09","false","0N5B000000005W7KAI","false","2022-09-09","Busy - Lunch","2019-09-19T17:21:22.000Z","1068","2022-09-09","2021-11-27","005B0000003JLIKIA4","2021-11-27","Jonathan Bradshaw","a4BB00000004FAlMAM","false",328,326,120,86,488
"2022-09-09","false","0N5B000000005W6KAI","false","2022-09-09","Busy - Break","2019-04-02T13:44:31.000Z","1069","2022-09-09","2021-06-10","005B0000003JLIKIA4","2021-06-10","Jonathan Bradshaw","a4BB00000004FAmMAM","false",490,517,444,444,607
"2022-09-09","false","0N5B000000005W4KAI","true","2022-09-09","Available - Cases","2019-09-02T04:36:44.000Z","1070","2022-09-09","2021-11-10","005B0000003JLIKIA4","2021-11-10","Jonathan Bradshaw","a4BB00000004FAnMAM","true",842,46,303,493,392
"2022-09-09","false","0N5B000000005W4KAI","false","2022-09-09","Available - Cases","2020-01-23T03:21:09.000Z","1071","2022-09-09","2022-04-02","005B0000003JLIKIA4","2022-04-02","Jonathan Bradshaw","a4BB00000004FAoMAM","true",299,484,203,474,147
"2022-09-09","false","0N5B000000005W6KAI","true","2022-09-09","Busy - Break","2019-09-16T02:35:44.000Z","1072","2022-09-09","2021-11-24","005B0000003JLIKIA4","2021-11-24","Jonathan Bradshaw","a4BB00000004FApMAM","true",152,67,541,224,442
"2022-09-09","false","0N5B000000005W8KAI","false","2022-09-09","Busy - Training","2019-06-11T11:22:00.000Z","1073","2022-09-09","2021-08-19","005B0000003JLIKIA4","2021-08-19","Jonathan Bradshaw","a4BB00000004FAqMAM","false",305,407,549,381,329
"2022-09-09","false","0N5B000000005W5KAI","false","2022-09-09","Available - Live Agent","2019-03-12T11:41:02.000Z","1074","2022-09-09","2021-05-20","005B0000003JLILIA4","2021-05-20","Kyle Warren","a4BB00000004FArMAM","false",433,514,564,419,728
"2022-09-09","false","0N5B000000005W8KAI","false","2022-09-09","Busy - Training","2019-04-27T02:42:52.000Z","1075","2022-09-09","2021-07-05","005B0000003JLILIA4","2021-07-05","Kyle Warren","a4BB00000004FAsMAM","true",473,115,363,382,814
"2022-09-09","false","0N5B000000005W4KAI","true","2022-09-09","Available - Cases","2019-04-23T03:34:27.000Z","1076","2022-09-09","2021-07-01","005B0000003JLILIA4","2021-07-01","Kyle Warren","a4BB00000004FAtMAM","true",386,226,402,251,870
"2022-09-09","false","0N5B000000005W8KAI","true","2022-09-09","Busy - Training","2020-03-05T20:06:42.000Z","1077","2022-09-09","2022-05-14","005B0000003JLILIA4","2022-05-14","Kyle Warren","a4BB00000004FAuMAM","false",178,299,484,120,215
"2022-09-09","false","0N5B000000005W3KAI","false","2022-09-09","Busy","2019-10-20T12:13:51.000Z","1078","2022-09-09","2021-12-28","005B0000003JLILIA4","2021-12-28","Kyle Warren","a4BB00000004FAvMAM","true",211,532,39,298,505
"2022-09-09","false","0N5B000000005W8KAI","false","2022-09-09","Busy - Training","2019-04-27T12:17:19.000Z","1079","2022-09-09","2021-07-05","005B0000003JLILIA4","2021-07-05","Kyle Warren","a4BB00000004FAwMAM","true",842,89,486,272,231
"2022-09-09","false","0N5B000000005W7KAI","false","2022-09-09","Busy - Lunch","2020-01-10T09:07:09.000Z","1080","2022-09-09","2022-03-20","005B0000003JLILIA4","2022-03-20","Kyle Warren","a4BB00000004FAxMAM","false",634,273,572,210,93
"2022-09-09","false","0N5B000000005W7KAI","false","2022-09-09","Busy - Lunch","2019-12-02T11:34:18.000Z","1081","2022-09-09","2022-02-09","005B0000003JLILIA4","2022-02-09","Kyle Warren","a4BB00000004FAyMAM","true",702,32,512,328,243
"2022-09-09","false","0N5B000000005W6KAI","false","2022-09-09","Busy - Break","2019-07-05T17:15:58.000Z","1082","2022-09-09","2021-09-12","005B0000003JLILIA4","2021-09-12","Kyle Warren","a4BB00000004FAzMAM","true",206,595,63,478,666
"2022-09-09","false","0N5B000000005W3KAI","false","2022-09-09","Busy","2019-04-05T00:21:53.000Z","449","2022-09-09","2021-06-13","005B0000003JLIBIA4","2021-06-13","Katie Cole","a4BB00000004F0mMAE","false",292,74,445,66,60
"2022-09-09","false","0N5B000000005W6KAI","true","2022-09-09","Busy - Break","2019-04-20T16:58:11.000Z","450","2022-09-09","2021-06-28","005B0000003JLI8IAO","2021-06-28","Nathaniel Castillo","a4BB00000004F0nMAE","false",330,107,439,494,309
"2022-09-09","false","0N5B000000005W9KAI","false","2022-09-09","Available - LiveMessage","2020-02-01T22:17:06.000Z","451","2022-09-09","2022-04-11","005B0000003JLI8IAO","2022-04-11","Nathaniel Castillo","a4BB00000004F0oMAE","true",67,342,310,254,409
