"LastModifiedDate","Case_Status","Case_Type","CloseDateTime","AssignedDateTime","Name","RequestDateTime","Case_CreatedDate","DeclineReason","Case_Account_Name","Status","AcceptDateTime","IsDeleted","Case_Product_Family_KB__c","Case_CaseNumber","Case_IsClosed","ServiceChannelId","CreatedDate","Group_Name","UserId_Name","Id","Case_RecordType_Name","Case_ClosedDate","Case_CSAT__c","PushTimeoutDateTime","Case_Account_Id","Case_Priority","ServiceChannelId_MasterLabel","CancelDateTime","WorkItemId","OriginalQueueId","DeclineDateTime","Case_Role_Name","LastProcessedDate","Case_Origin","Case_Reason","SystemModstamp","Case_CurrentDate","UserId","ServiceChannelId_DeveloperName","Case_Type_of_Support__c","ActiveTime","CSAT","Case_Time_Open__c","CapacityWeight","Case_ED_Outcome__c","SpeedToAnswer","Case_CSAT","AgentCapacityWhenDeclined","CapacityPercentage","PushTimeout","HandleTime"
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-01-09T01:03:49.000Z","2022-07-12","972","2020-01-08T23:54:20.000Z","2020-01-08T23:54:20.000Z","Iusto facere quas temporibus adipisci nihil nihil.","RHE Technologies","DeclinedOnPushTimeout","2020-01-09T00:49:37.000Z","false","Video Games","00018391","true","0N9B000000032lDKAQ","2020-01-09T00:41:38.000Z","GeneralQueue","Jane Nelson","a4AB00000004F4IMAU","Technical Service","2020-02-13T23:54:20.000Z","80.525380709","2020-01-09T00:42:05.000Z","001B000000zmlvVIAQ","Medium","Live Agent","2020-01-09T00:51:22.000Z","500B00000045wW6IAI","00GB0000002IX8tMAG","2020-01-09T00:51:23.000Z","West CSR","2022-09-09","Chat","Late Delivery","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLI7IAO","sfdc_liveagent","Free",852,81,36,5,80.5,3317,81,180,21,27,852
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-01-25T19:13:44.000Z","2022-07-28","973","2020-01-08T23:54:20.000Z","2020-01-08T23:54:20.000Z","Commodi nihil eius debitis labore ullam eveniet.","RHE Technologies","Declined","2020-01-25T18:45:05.000Z","false","Video Games","00018391","true","0N9B000000032lBKAQ","2020-01-25T18:35:10.000Z","Tier1Queue","Jane Nelson","a4AB00000004F4JMAU","Technical Service","2020-02-13T23:54:20.000Z","80.525380709","2020-01-25T18:36:23.000Z","001B000000zmlvVIAQ","Medium","Cases","2020-01-25T18:42:48.000Z","500B00000045wW6IAI","00GB0000002IX8pMAG","2020-01-25T18:38:24.000Z","West CSR","2022-09-09","Chat","Late Delivery","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLI7IAO","Cases","Free",1719,81,36,6,80.5,1450245,81,1563,9,73,1719
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-02-28T22:51:28.000Z","2022-08-31","974","2020-02-28T22:19:41.000Z","2020-02-28T22:19:41.000Z","Nam molestias dolores mollitia facilis.","SCI Lights","Canceled","2020-02-28T22:29:58.000Z","false","Cables","00018392","true","0N9B000000032lFKAQ","2020-02-28T22:19:41.000Z","TargetCampaign","Vincent Parrish","a4AB00000004F4KMAU","Technical Service","2020-02-28T22:19:41.000Z","82.863451778","2020-02-28T22:20:51.000Z","001B000000WJ6QlIAL","High","Leads","2020-02-28T22:29:07.000Z","500B00000045wW7IAI","00GB0000002IX9YMAW","2020-02-28T22:26:31.000Z","East CSR","2022-09-09","Chat","Late Delivery","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLIJIA4","Leads","Basic",1290,83,0,5,82.9,617,83,521,90,70,1290
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-01-29T17:16:14.000Z","2022-08-01","975","2020-01-29T17:04:05.000Z","2020-01-29T17:04:05.000Z","Officiis nemo ad dolorem ullam.","SCI Lights","Canceled","2020-01-29T17:13:18.000Z","false","Cables","00015592","true","0N9B000000032lBKAQ","2020-01-29T17:04:05.000Z","Social_Queue","William Edwards","a4AB00000004F4LMAU","Technical Service","2020-01-29T17:04:05.000Z","76.83502538","2020-01-29T17:04:23.000Z","001B000000WJ6QlIAL","Medium","Cases","2020-01-29T17:09:16.000Z","500B0000003371YIAQ","00GB0000002IXAAMA4","2020-01-29T17:14:04.000Z","East CSR","2022-09-09","Chat","Item Damaged","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLI6IAO","Cases","Basic",176,77,0,2,66.8,553,77,1664,44,18,176
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-02-23T17:18:29.000Z","2022-08-26","976","2020-02-23T16:50:00.000Z","2020-02-23T16:50:00.000Z","Quasi odit ad enim velit aliquam saepe eveniet explicabo.","eSellSolutions.com","Closed","2020-02-23T16:57:53.000Z","false","Cameras","00018393","true","0N9B000000032lDKAQ","2020-02-23T16:50:00.000Z","Social_Queue","Susan Pena","a4AB00000004F4MMAU","Technical Service","2020-02-23T16:50:00.000Z","81.538071065","2020-02-23T16:51:23.000Z","001B000000WJ6QmIAL","Medium","Live Agent","2020-02-23T16:55:30.000Z","500B00000045wW8IAI","00GB0000002IXAAMA4","2020-02-23T16:55:03.000Z","Central CSR","2022-09-09","Chat","Hardware Question","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLI3IAO","sfdc_liveagent","Platinum",1236,82,0,4,51.6,473,82,263,32,83,1236
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-02-22T19:40:19.000Z","2022-08-25","977","2020-02-22T19:24:30.000Z","2020-02-22T19:24:30.000Z","Earum eveniet minima harum alias et.","eSellSolutions.com","DeclinedOnPushTimeout","2020-02-22T19:33:28.000Z","false","Cameras","00018394","true","0N9B000000032lBKAQ","2020-02-22T19:24:30.000Z","InternationalQueue","Susan Pena","a4AB00000004F4NMAU","Technical Service","2020-02-22T19:24:30.000Z","78.190355332","2020-02-22T19:25:57.000Z","001B000000WJ6QmIAL","Low","Cases","2020-02-22T19:33:28.000Z","500B00000045wW9IAI","00GB0000002IX9DMAW","2020-02-22T19:25:45.000Z","Central CSR","2022-09-09","Chat","Item Damaged","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLI3IAO","Cases","Platinum",411,78,0,5,51.6,538,78,46,40,87,411
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-01-22T00:14:01.000Z","2022-07-24","978","2020-01-21T23:55:21.000Z","2020-01-21T23:55:21.000Z","Voluptates eius sint possimus consequuntur voluptate cumque.","Monstermoving.com","DeclinedOnPushTimeout","2020-01-22T00:06:06.000Z","false","Computers","00002184","true","0N9B000000032lFKAQ","2020-01-21T23:55:21.000Z","Tier2Queue","Jennifer Barton","a4AB00000004F4OMAU","Technical Service","2020-01-21T23:55:21.000Z","77.42005076000001","2020-01-21T23:55:46.000Z","001B000000WJ6QnIAL","High","Leads","2020-01-22T00:02:47.000Z","500B0000002uCR0IAM","00GB0000002IX9AMAW","2020-01-22T00:04:16.000Z","West CSR","2022-09-09","Chat","Hardware Question","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLICIA4","Leads","Basic",475,77,0,6,51.6,645,77,526,82,25,475
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-02-27T18:05:24.000Z","2022-08-30","979","2020-02-27T17:51:02.000Z","2020-02-27T17:51:02.000Z","Aut animi laboriosam reiciendis occaecati debitis.","Monstermoving.com","Closed","2020-02-27T18:01:55.000Z","false","DVD Players","00018395","true","0N9B000000032lDKAQ","2020-02-27T17:51:02.000Z","Social_Queue","Melody Moore","a4AB00000004F4PMAU","Technical Service","2020-02-27T17:51:02.000Z","79.45241117","2020-02-27T17:52:35.000Z","001B000000WJ6QnIAL","High","Live Agent","2020-02-27T17:56:26.000Z","500B00000045wWAIAY","00GB0000002IXAAMA4","2020-02-27T17:58:19.000Z","West CSR","2022-09-09","Chat","Late Delivery","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLIEIA4","sfdc_liveagent","Basic",209,79,0,1,81.6,653,79,422,56,93,209
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-02-02T16:32:00.000Z","2022-08-05","980","2020-02-02T16:05:54.000Z","2020-02-02T16:05:54.000Z","Beatae nisi exercitationem minima voluptas repellat.","MERS","Canceled","2020-02-02T16:15:04.000Z","false","DVD Players","00012041","true","0N9B000000032lFKAQ","2020-02-02T16:05:54.000Z","Knowledge_Translations","Katie Cole","a4AB00000004F4QMAU","Technical Service","2020-02-02T16:05:54.000Z","75.237944164","2020-02-02T16:05:57.000Z","001B000000WJ6QoIAL","Medium","Leads","2020-02-02T16:08:04.000Z","500B000000358TmIAI","00GB0000002IXB4MAO","2020-02-02T16:14:04.000Z","Central CSR","2022-09-09","Chat","Late Delivery","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLIBIA4","Leads","Basic",1016,75,0,4,51.6,550,75,1010,97,3,1016
"2020-07-01T08:21:54.000Z","Closed","Product Support","2020-02-25T19:31:38.000Z","2022-08-28","981","2020-02-25T19:15:48.000Z","2020-02-25T19:15:48.000Z","Ab autem quam laboriosam nulla eum quia ullam.","MERS","Canceled","2020-02-25T19:19:55.000Z","false","DVD Players","00018396","true","0N9B000000032lBKAQ","2020-02-25T19:15:48.000Z","Knowledge_Translations","Katie Adams","a4AB00000004F4RMAU","Technical Service","2020-02-25T19:15:48.000Z","78.05203045600001","2020-02-25T19:16:35.000Z","001B000000WJ6QoIAL","Low","Cases","2020-02-25T19:27:11.000Z","500B00000045wWBIAY","00GB0000002IXB4MAO","2020-02-25T19:25:34.000Z","West CSR","2022-09-09","Chat","Late Delivery","2020-07-01T08:21:54.000Z","2020-07-13T07:18:39.584Z","005B0000003JLIHIA4","Cases","Basic",703,78,0,3,81.6,247,78,1600,85,47,703
