"User.User.Email","User.User.Name","User.User.Id","SA.ParentRecordId.AccountId.Name","SA.EarliestStartTime","SA.ServiceTerritoryId.Name","SA.ServiceTerritoryId.State","SA.ProductConsumed.ProductName","SA.ParentRecordId.CaseId","SA.ParentRecordId.Priority","SA.ProductRequired.Product2Id","SA.ProductRequired.ProductName","SA.Status","User.IsCapacityBased","SA.ParentRecordId.CreatedDate","ServiceResourceId","SA.ParentRecordId.WorkTypeId.Name","ServiceAppointmentId","User.Id","User.User.SmallPhotoUrl","SA.CreatedDate","SA.Id","CreatedDate","User.Description","Id","SA.StatusCategory","User.User.Username","ActualTravelTime","EstimatedTravelTime"
"janet@example.com","Janet Jones","0052X00000AcWfFQAV","Ohana Financial Services","2020-09-17T16:12:00.000Z","Los Angeles","CA","Remote Monitoring Subscription",,"Low",,,"Scheduled","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJlSAM","Field Connect","08p2X000000pziNQAQ","0Hn2X000000cXJlSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzj/T","2020-07-28T07:41:59.000Z","08p2X000000pziNQAQ","2020-07-28T07:41:59.000Z","Field Service Lightning User","03r2X000000iId3QAE","Scheduled","jjones.bguc2dzrc4jf.jgzmrjxztvcu@summer20-sd.sdo",15,25
"janice@example.com","Janice Gonzales","0052X00000AcWf4QAF","Employnet","2017-03-08T14:57:00.000Z","Los Angeles","CA",,,"Low",,,"Scheduled","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJvSAM","QA Testing","08p2X000000pzlxQAA","0Hn2X000000cXJvSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzY/T","2020-07-28T07:41:59.000Z","08p2X000000pzlxQAA","2020-07-28T07:41:59.000Z","Field Service Lightning User","03r2X000000iInfQAE","Scheduled","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo",,59
"janice@example.com","Janice Gonzales","0052X00000AcWf4QAF","Employnet","2017-03-08T14:57:00.000Z","Los Angeles","CA",,,"Low",,,"Scheduled","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJvSAM","Design","08p2X000000pzm5QAA","0Hn2X000000cXJvSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzY/T","2020-07-28T07:41:59.000Z","08p2X000000pzm5QAA","2020-07-28T07:41:59.000Z","Field Service Lightning User","03r2X000000iInmQAE","Scheduled","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo",,19
"janice@example.com","Janice Gonzales","0052X00000AcWf4QAF","Niki Sullivan","2017-03-08T14:57:00.000Z","Los Angeles","CA",,,"Low",,,"Scheduled","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJvSAM","QA Testing","08p2X000000pzm9QAA","0Hn2X000000cXJvSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzY/T","2020-07-28T07:41:59.000Z","08p2X000000pzm9QAA","2020-07-28T07:41:59.000Z","Field Service Lightning User","03r2X000000iInqQAE","Scheduled","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo",,105
"janice@example.com","Janice Gonzales","0052X00000AcWf4QAF","Mina Passini","2017-03-08T14:57:00.000Z","Los Angeles","CA",,,"Low",,,"Scheduled","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJvSAM","Site Survey","08p2X000000pzmBQAQ","0Hn2X000000cXJvSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzY/T","2020-07-28T07:41:59.000Z","08p2X000000pzmBQAQ","2020-07-28T07:41:59.000Z","Field Service Lightning User","03r2X000000iInsQAE","Scheduled","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo",,17
"janice@example.com","Janice Gonzales","0052X00000AcWf4QAF","Robert Simpson","2017-03-08T14:57:00.000Z","Los Angeles","CA",,,"Low",,,"Scheduled","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJvSAM","Repair Estimate","08p2X000000pzmSQAQ","0Hn2X000000cXJvSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzY/T","2020-07-28T07:41:59.000Z","08p2X000000pzmSQAQ","2020-07-28T07:41:59.000Z","Field Service Lightning User","03r2X000000iIo9QAE","Scheduled","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo",,86
"janice@example.com","Janice Gonzales","0052X00000AcWf4QAF","Mike Garcia","2017-03-08T14:57:00.000Z","Los Angeles","CA",,,"Low",,,"Scheduled","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJvSAM","Part Swap","08p2X000000pzmUQAQ","0Hn2X000000cXJvSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzY/T","2020-07-28T07:41:59.000Z","08p2X000000pzmUQAQ","2020-07-28T07:41:59.000Z","Field Service Lightning User","03r2X000000iIoBQAU","Scheduled","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo",,44
"janice@example.com","Janice Gonzales","0052X00000AcWf4QAF","Heath Axworth","2017-03-08T14:57:00.000Z","Los Angeles","CA",,,"Low",,,"Scheduled","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJvSAM","Installation","08p2X000000pzmVQAQ","0Hn2X000000cXJvSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzY/T","2020-07-28T07:41:59.000Z","08p2X000000pzmVQAQ","2020-07-28T07:41:59.000Z","Field Service Lightning User","03r2X000000iIoCQAU","Scheduled","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo",,91
"janice@example.com","Janice Gonzales","0052X00000AcWf4QAF","Goodman Imports","2017-03-08T14:54:00.000Z","Los Angeles","CA",,,"Low",,,"Scheduled","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJvSAM","Deinstallation","08p2X000000pzlaQAA","0Hn2X000000cXJvSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzY/T","2020-07-28T07:41:59.000Z","08p2X000000pzlaQAA","2020-07-28T07:41:59.000Z","Field Service Lightning User","03r2X000000iIoQQAU","Scheduled","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo",,10
"janice@example.com","Janice Gonzales","0052X00000AcWf4QAF","Datanet, Inc.","2017-03-08T14:54:00.000Z","Los Angeles","CA",,,"Low","01t2X0000071XyEQAU","Connector Cables","Scheduled","false","2020-07-28T07:41:59.000Z","0Hn2X000000cXJvSAM","Break-Fix","08p2X000000pzlSQAQ","0Hn2X000000cXJvSAM","https://sdhaese-20200728-demo--c.documentforce.com/profilephoto/7292X000000glzY/T","2020-07-28T07:41:59.000Z","08p2X000000pzlSQAQ","2020-07-28T07:41:59.000Z","Field Service Lightning User","03r2X000000iIodQAE","Scheduled","jgonzales.zzl55mfkopfe.egcdjrfh0dkh@summer20-sd.sdo",,10
