"LCT.EndTime","LCT.Status","Time","LCT.StartTime","AgentId","LCT.EndedBy","LCT.RequestTime","AgentIdFill","User.Name","LiveChatTranscriptId","TempAgentChatEndTime","Type","IsEndChatEvent","Id","Detail","IsNextChatEventTransfer","AgentTransferCount","AgentEndCount","AgentStartCount","NumConcurrentChats","LCT.Case.ED_Outcome__c","IsChatTransfered","AgentChatEndTime_sec_epoch","LCT.ChatDuration","AgentChatDuration"
"2020-02-26T22:55:42.000Z","Completed","2020-02-26T22:55:42.000Z","2020-02-26T22:48:08.000Z","005B0000003JLIEIA4","Agent","2020-02-26T22:46:02.000Z","005B0000003JLIEIA4","Melody Moore","a4IB00000000OWfMAM","2020-02-26T22:55:42.000Z","EndAgent",True,"a4JB00000000FsRMAU","Agent clicked End Chat.",False,0,123,210,87,51.6,0,1582757742,52,0
"2020-02-26T22:31:51.000Z","Missed","2020-02-26T22:25:43.000Z","2020-02-26T22:27:33.000Z","005B0000003JLI5IAO","Visitor","2020-02-26T22:25:43.000Z","005B0000003JLI5IAO","Crystal Rodriguez","a4IB00000008VUkMAM","2020-02-26T22:31:51.000Z","ChatRequest",False,"a4JB00000000FsSMAU","Visitor requested chat.",False,0,111,185,74,51.6,0,1582756311,247,368
"2020-02-26T22:31:51.000Z","Missed","2020-02-26T22:31:51.000Z","2020-02-26T22:27:33.000Z","005B0000003JLI5IAO","Visitor","2020-02-26T22:25:43.000Z","005B0000003JLI5IAO","Crystal Rodriguez","a4IB00000008VUkMAM","2020-02-26T22:31:51.000Z","CancelVisitor",False,"a4JB00000000FsTMAU","Visitor clicked Cancel Chat.",False,0,111,185,74,51.6,0,1582756311,247,0
"2020-02-26T21:58:43.000Z","Completed","2020-02-26T21:52:51.000Z","2020-02-26T21:57:36.000Z","005B0000003JLI6IAO","Agent","2020-02-26T21:52:51.000Z","005B0000003JLI6IAO","William Edwards","a4IB00000004kveMAA","2020-02-26T21:58:23.000Z","ChoiceRoute",False,"a4JB00000000FsXMAU","Choice chat request routed to all available qualified agents.",False,0,115,186,71,51.6,0,1582754303,99,332
"2020-02-26T21:56:14.000Z","Completed","2020-02-26T21:47:35.000Z","2020-02-26T21:47:43.000Z","005B0000003JLIDIA4","Visitor","2020-02-26T21:47:35.000Z","005B0000003JLIDIA4","Tammy Foley","a4IB00000000OUnMAM","2020-02-26T21:47:35.000Z","ChatRequest",False,"a4JB00000000FsaMAE","Visitor requested chat.",False,0,57,98,41,51.6,0,1582754174,411,519
"2020-02-26T21:56:14.000Z","Completed","2020-02-26T21:47:35.000Z","2020-02-26T21:47:43.000Z","005B0000003JLIDIA4","Visitor","2020-02-26T21:47:35.000Z","005B0000003JLIDIA4","Tammy Foley","a4IB00000000OUnMAM","2020-02-26T21:53:25.000Z","ChoiceRoute",False,"a4JB00000000FsbMAE","Choice chat request routed to all available qualified agents.",False,0,57,98,41,51.6,0,1582754005,411,350
"2020-02-26T21:56:14.000Z","Completed","2020-02-26T21:56:14.000Z","2020-02-26T21:47:43.000Z","005B0000003JLIDIA4","Visitor","2020-02-26T21:47:35.000Z","005B0000003JLIDIA4","Tammy Foley","a4IB00000000OUnMAM","2020-02-26T21:56:14.000Z","LeaveVisitor",True,"a4JB00000000FsdMAE","Visitor left chat.",False,0,58,99,41,51.6,0,1582754174,411,0
"2020-02-26T21:43:21.000Z","Missed","2020-02-26T21:43:21.000Z","2020-02-26T21:43:11.000Z","005B0000003JLICIA4","Visitor","2020-02-26T21:41:01.000Z","005B0000003JLICIA4","Jennifer Barton","a4IB00000000OoXMAU","2020-02-26T21:43:21.000Z","CancelVisitor",False,"a4JB00000000FsfMAE","Visitor clicked Cancel Chat.",False,0,102,166,64,81.6,0,1582753401,60,0
"2020-02-26T21:45:40.000Z","Completed","2020-02-26T21:38:18.000Z","2020-02-26T21:38:29.000Z","005B0000003JLI7IAO","Agent","2020-02-26T21:38:18.000Z","005B0000003JLI7IAO","Jane Nelson","a4IB00000000OjmMAE","2020-02-26T21:43:35.000Z","ChoiceRoute",False,"a4JB00000000FshMAE","Choice chat request routed to all available qualified agents.",False,0,134,220,86,51.6,0,1582753415,318,317
"2020-02-26T21:17:26.000Z","Completed","2020-02-26T21:08:56.000Z","2020-02-26T21:13:50.000Z","005B0000003JLI3IAO","Visitor","2020-02-26T21:08:56.000Z","005B0000003JLI3IAO","Susan Pena","a4IB00000000ObhMAE","2020-02-26T21:08:56.000Z","ChatRequest",False,"a4JB00000000FskMAE","Visitor requested chat.",False,0,65,107,42,51.6,0,1582751846,529,510
"2020-02-26T21:17:26.000Z","Completed","2020-02-26T21:08:56.000Z","2020-02-26T21:13:50.000Z","005B0000003JLI3IAO","Visitor","2020-02-26T21:08:56.000Z","005B0000003JLI3IAO","Susan Pena","a4IB00000000ObhMAE","2020-02-26T21:09:49.000Z","ChoiceRoute",False,"a4JB00000000FslMAE","Choice chat request routed to all available qualified agents.",False,0,65,107,42,51.6,0,1582751389,529,53
"2020-02-25T18:56:06.000Z","Completed","2020-02-25T18:56:06.000Z","2020-02-25T18:46:38.000Z","005B0000003JLICIA4","Agent","2020-02-25T18:44:07.000Z","005B0000003JLICIA4","Jennifer Barton","a4IB00000000OhxMAE","2020-02-25T18:56:06.000Z","LeaveAgent",False,"a4JB00000000Fw7MAE","Agent left chat.",False,0,101,165,64,81.6,0,1582656966,412,0
"2020-02-25T18:47:21.000Z","Completed","2020-02-25T18:44:07.000Z","2020-02-25T18:44:20.000Z","005B0000003JLICIA4","Agent","2020-02-25T18:44:07.000Z","005B0000003JLICIA4","Jennifer Barton","a4IB00000000OhvMAE","2020-02-25T18:44:07.000Z","ChatRequest",False,"a4JB00000000Fw8MAE","Visitor requested chat.",False,0,100,162,62,81.6,0,1582656441,249,194
"2020-02-25T18:47:21.000Z","Completed","2020-02-25T18:45:08.000Z","2020-02-25T18:44:20.000Z","005B0000003JLICIA4","Agent","2020-02-25T18:44:07.000Z","005B0000003JLICIA4","Jennifer Barton","a4IB00000000OhvMAE","2020-02-25T18:47:21.000Z","Accept",False,"a4JB00000000FwAMAU","Chat request accepted by agent.",False,0,100,163,63,81.6,1,1582656441,249,133
"2020-02-25T18:41:59.000Z","Completed","2020-02-25T18:37:56.000Z","2020-02-25T18:40:38.000Z","005B0000003JLIBIA4","Agent","2020-02-25T18:37:56.000Z","005B0000003JLIBIA4","Katie Cole","a4IB00000008VX7MAM","2020-02-25T18:37:56.000Z","ChatRequest",False,"a4JB00000000FwCMAU","Visitor requested chat.",False,0,61,95,34,51.6,0,1582656119,186,243
"2020-02-25T18:41:59.000Z","Completed","2020-02-25T18:37:56.000Z","2020-02-25T18:40:38.000Z","005B0000003JLIBIA4","Agent","2020-02-25T18:37:56.000Z","005B0000003JLIBIA4","Katie Cole","a4IB00000008VX7MAM","2020-02-25T18:39:20.000Z","ChoiceRoute",False,"a4JB00000000FwDMAU","Choice chat request routed to all available qualified agents.",False,0,61,95,34,51.6,0,1582655960,186,84
"2020-02-25T18:41:59.000Z","Completed","2020-02-25T18:39:20.000Z","2020-02-25T18:40:38.000Z","005B0000003JLIBIA4","Agent","2020-02-25T18:37:56.000Z","005B0000003JLIBIA4","Katie Cole","a4IB00000008VX7MAM","2020-02-25T18:41:59.000Z","Accept",False,"a4JB00000000FwEMAU","Chat request accepted by agent.",False,0,61,96,35,51.6,1,1582656119,186,159
"2020-02-25T18:41:59.000Z","Completed","2020-02-25T18:41:59.000Z","2020-02-25T18:40:38.000Z","005B0000003JLIBIA4","Agent","2020-02-25T18:37:56.000Z","005B0000003JLIBIA4","Katie Cole","a4IB00000008VX7MAM","2020-02-25T18:41:59.000Z","LeaveAgent",False,"a4JB00000000FwFMAU","Agent left chat.",False,0,61,97,36,51.6,0,1582656119,186,0
"2020-02-25T18:43:24.000Z","Completed","2020-02-25T18:41:23.000Z","2020-02-25T18:38:41.000Z","005B0000003JLIBIA4","Agent","2020-02-25T18:37:56.000Z","005B0000003JLIBIA4","Katie Cole","a4IB00000008VX6MAM","2020-02-25T18:43:24.000Z","Accept",False,"a4JB00000000FwIMAU","Chat request accepted by agent.",False,0,61,97,36,51.6,1,1582656204,291,121
"2020-02-25T18:43:24.000Z","Completed","2020-02-25T18:43:24.000Z","2020-02-25T18:38:41.000Z","005B0000003JLIBIA4","Agent","2020-02-25T18:37:56.000Z","005B0000003JLIBIA4","Katie Cole","a4IB00000008VX6MAM","2020-02-25T18:43:24.000Z","LeaveAgent",False,"a4JB00000000FwJMAU","Agent left chat.",False,0,61,98,37,51.6,0,1582656204,291,0
"2020-02-25T18:45:01.000Z","Completed","2020-02-25T18:37:56.000Z","2020-02-25T18:38:39.000Z","005B0000003JLIBIA4","Visitor","2020-02-25T18:37:56.000Z","005B0000003JLIBIA4","Katie Cole","a4IB00000008VX8MAM","2020-02-25T18:37:56.000Z","ChatRequest",False,"a4JB00000000FwKMAU","Visitor requested chat.",False,0,61,95,34,51.6,0,1582656301,495,425
"2020-02-25T18:41:10.000Z","Completed","2020-02-25T18:33:41.000Z","2020-02-25T18:38:31.000Z","005B0000003JLIGIA4","Visitor","2020-02-25T18:33:41.000Z","005B0000003JLIGIA4","Nicole Gill","a4IB00000004l0AMAQ","2020-02-25T18:33:41.000Z","ChatRequest",False,"a4JB00000000FwOMAU","Visitor requested chat.",False,0,73,122,49,51.6,0,1582656070,406,449
"2020-02-25T18:41:10.000Z","Completed","2020-02-25T18:33:41.000Z","2020-02-25T18:38:31.000Z","005B0000003JLIGIA4","Visitor","2020-02-25T18:33:41.000Z","005B0000003JLIGIA4","Nicole Gill","a4IB00000004l0AMAQ","2020-02-25T18:34:47.000Z","ChoiceRoute",False,"a4JB00000000FwPMAU","Choice chat request routed to all available qualified agents.",False,0,73,122,49,51.6,0,1582655687,406,66
"2020-02-25T18:41:10.000Z","Completed","2020-02-25T18:41:10.000Z","2020-02-25T18:38:31.000Z","005B0000003JLIGIA4","Visitor","2020-02-25T18:33:41.000Z","005B0000003JLIGIA4","Nicole Gill","a4IB00000004l0AMAQ","2020-02-25T18:41:10.000Z","EndVisitor",True,"a4JB00000000FwRMAU","Visitor clicked End Chat.",False,0,74,123,49,51.6,0,1582656070,406,0
"2020-02-24T19:52:21.000Z","Completed","2020-02-24T19:45:50.000Z","2020-02-24T19:46:06.000Z","005B0000003JLI7IAO","Visitor","2020-02-24T19:41:07.000Z","005B0000003JLI7IAO","Jane Nelson","a4IB00000004ki2MAA","2020-02-24T19:52:21.000Z","Accept",False,"a4JB00000000FyIMAU","Chat request accepted by agent.",False,0,129,215,86,51.6,1,1582573941,325,391
"2020-02-24T18:55:28.000Z","Completed","2020-02-24T18:48:33.000Z","2020-02-24T18:52:49.000Z","005B0000003JLIJIA4","Agent","2020-02-24T18:48:33.000Z","005B0000003JLIJIA4","Vincent Parrish","a4IB00000008VfFMAU","2020-02-24T18:49:55.000Z","ChatRequest",False,"a4JB00000000FyKMAU","Visitor requested chat.",False,0,86,140,54,81.9,0,1582570195,346,82
"2020-02-24T18:55:28.000Z","Completed","2020-02-24T18:49:55.000Z","2020-02-24T18:52:49.000Z","005B0000003JLIJIA4","Agent","2020-02-24T18:48:33.000Z","005B0000003JLIJIA4","Vincent Parrish","a4IB00000008VfFMAU","2020-02-24T18:55:28.000Z","Accept",False,"a4JB00000000FyMMAU","Chat request accepted by agent.",False,0,86,141,55,81.9,1,1582570528,346,333
"2020-02-24T18:32:11.000Z","Completed","2020-02-24T18:25:07.000Z","2020-02-24T18:29:53.000Z","005B0000003JLI4IAO","Visitor","2020-02-24T18:25:07.000Z","005B0000003JLI4IAO","Zachary Fisher","a4IB00000008VZLMA2","2020-02-24T18:29:57.000Z","ChatRequest",False,"a4JB00000000FyOMAU","Visitor requested chat.",False,0,67,115,48,51.6,0,1582568997,523,290
"2020-02-24T18:32:11.000Z","Completed","2020-02-24T18:25:07.000Z","2020-02-24T18:29:53.000Z","005B0000003JLI4IAO","Visitor","2020-02-24T18:25:07.000Z","005B0000003JLI4IAO","Zachary Fisher","a4IB00000008VZLMA2","2020-02-24T18:25:07.000Z","ChoiceRoute",False,"a4JB00000000FyPMAU","Choice chat request routed to all available qualified agents.",False,0,67,115,48,51.6,0,1582569131,523,424
"2020-02-24T18:32:11.000Z","Completed","2020-02-24T18:29:57.000Z","2020-02-24T18:29:53.000Z","005B0000003JLI4IAO","Visitor","2020-02-24T18:25:07.000Z","005B0000003JLI4IAO","Zachary Fisher","a4IB00000008VZLMA2","2020-02-24T18:32:11.000Z","Accept",False,"a4JB00000000FyQMAU","Chat request accepted by agent.",False,0,67,118,51,51.6,1,1582569131,523,134
"2020-02-24T18:32:11.000Z","Completed","2020-02-24T18:32:11.000Z","2020-02-24T18:29:53.000Z","005B0000003JLI4IAO","Visitor","2020-02-24T18:25:07.000Z","005B0000003JLI4IAO","Zachary Fisher","a4IB00000008VZLMA2","2020-02-24T18:32:11.000Z","LeaveVisitor",True,"a4JB00000000FyRMAU","Visitor left chat.",False,0,68,119,51,51.6,0,1582569131,523,0
"2020-02-24T18:32:27.000Z","Missed","2020-02-24T18:25:07.000Z","2020-02-24T18:28:26.000Z","005B0000003JLI4IAO","Visitor","2020-02-24T18:25:07.000Z","005B0000003JLI4IAO","Zachary Fisher","a4IB00000008VZOMA2","2020-02-24T18:29:35.000Z","ChatRequest",False,"a4JB00000000FySMAU","Visitor requested chat.",False,0,67,115,48,51.6,0,1582568975,328,268
"2020-02-24T18:32:27.000Z","Missed","2020-02-24T18:30:08.000Z","2020-02-24T18:28:26.000Z","005B0000003JLI4IAO","Visitor","2020-02-24T18:25:07.000Z","005B0000003JLI4IAO","Zachary Fisher","a4IB00000008VZOMA2","2020-02-24T18:32:27.000Z","CancelNoAgent",False,"a4JB00000000FyUMAU","Chat request canceled because no qualifying agents were available.",False,0,67,118,51,51.6,0,1582569147,328,139
"2020-02-24T18:33:56.000Z","Completed","2020-02-24T18:25:07.000Z","2020-02-24T18:27:16.000Z","005B0000003JLI4IAO","Visitor","2020-02-24T18:25:07.000Z","005B0000003JLI4IAO","Zachary Fisher","a4IB00000008VZNMA2","2020-02-24T18:25:07.000Z","ChatRequest",False,"a4JB00000000FyWMAU","Visitor requested chat.",False,0,67,115,48,51.6,0,1582569236,171,529
"2020-02-24T18:33:56.000Z","Completed","2020-02-24T18:25:07.000Z","2020-02-24T18:27:16.000Z","005B0000003JLI4IAO","Visitor","2020-02-24T18:25:07.000Z","005B0000003JLI4IAO","Zachary Fisher","a4IB00000008VZNMA2","2020-02-24T18:31:47.000Z","ChoiceRoute",False,"a4JB00000000FyXMAU","Choice chat request routed to all available qualified agents.",False,0,67,115,48,51.6,0,1582569107,171,400
"2020-02-24T18:33:56.000Z","Completed","2020-02-24T18:31:47.000Z","2020-02-24T18:27:16.000Z","005B0000003JLI4IAO","Visitor","2020-02-24T18:25:07.000Z","005B0000003JLI4IAO","Zachary Fisher","a4IB00000008VZNMA2","2020-02-24T18:33:56.000Z","Accept",False,"a4JB00000000FyYMAU","Chat request accepted by agent.",False,0,67,119,52,51.6,1,1582569236,171,129
"2020-02-24T18:33:56.000Z","Completed","2020-02-24T18:33:56.000Z","2020-02-24T18:27:16.000Z","005B0000003JLI4IAO","Visitor","2020-02-24T18:25:07.000Z","005B0000003JLI4IAO","Zachary Fisher","a4IB00000008VZNMA2","2020-02-24T18:33:56.000Z","LeaveVisitor",True,"a4JB00000000FyZMAU","Visitor left chat.",False,0,69,119,50,51.6,0,1582569236,171,0
"2020-02-24T18:34:44.000Z","Completed","2020-02-24T18:25:07.000Z","2020-02-24T18:26:36.000Z","005B0000003JLI4IAO","Visitor","2020-02-24T18:25:07.000Z","005B0000003JLI4IAO","Zachary Fisher","a4IB00000008VZMMA2","2020-02-24T18:25:07.000Z","ChatRequest",False,"a4JB00000000FyaMAE","Visitor requested chat.",False,0,67,115,48,51.6,0,1582569284,525,577
"2020-02-24T18:34:44.000Z","Completed","2020-02-24T18:26:39.000Z","2020-02-24T18:26:36.000Z","005B0000003JLI4IAO","Visitor","2020-02-24T18:25:07.000Z","005B0000003JLI4IAO","Zachary Fisher","a4IB00000008VZMMA2","2020-02-24T18:34:44.000Z","Accept",False,"a4JB00000000FycMAE","Chat request accepted by agent.",False,0,67,116,49,51.6,1,1582569284,525,485
