"LastModifiedDate","IsDeleted","ServicePresenceStatusId","IsCurrentState","StatusEndDate","Name","SystemModstamp","StatusStartDate","UserId","CreatedDate","UserId.Name","Id","ServicePresenceStatusId.MasterLabel","IsAway","StatusDuration","IdleDuration","ConfiguredCapacity","AverageCapacity","AtCapacityDuration"
"2020-07-01T08:22:24.000Z","false","0N5B000000005W9KAI","true","2019-03-13T00:09:22.000Z","753","2020-07-01T08:22:24.000Z","2019-03-13T00:06:56.000Z","005B0000003JLIJIA4","2019-03-13T00:06:56.000Z","Vincent Parrish","a4BB00000004F5gMAE","Available - LiveMessage","true",146,265,124,130,462
"2020-07-01T08:22:24.000Z","false","0N5B000000005W8KAI","true","2019-03-11T14:01:14.000Z","754","2020-07-01T08:22:24.000Z","2019-03-11T13:51:07.000Z","005B0000003JLIJIA4","2019-03-11T13:51:07.000Z","Vincent Parrish","a4BB00000004F5hMAE","Busy - Training","true",607,450,577,376,511
"2020-07-01T08:22:24.000Z","false","0N5B000000005W5KAI","false","2019-08-02T17:20:22.000Z","755","2020-07-01T08:22:24.000Z","2019-08-02T17:16:43.000Z","005B0000003JLIJIA4","2019-08-02T17:16:43.000Z","Vincent Parrish","a4BB00000004F5iMAE","Available - Live Agent","true",219,284,168,42,327
"2020-07-01T08:22:24.000Z","false","0N5B000000005W4KAI","true","2019-09-11T04:12:51.000Z","756","2020-07-01T08:22:24.000Z","2019-09-11T04:00:32.000Z","005B0000003JLIJIA4","2019-09-11T04:00:32.000Z","Vincent Parrish","a4BB00000004F5jMAE","Available - Cases","false",739,549,335,483,614
"2020-07-01T08:22:24.000Z","false","0N5B000000005W4KAI","true","2019-04-13T01:31:34.000Z","757","2020-07-01T08:22:24.000Z","2019-04-13T01:21:59.000Z","005B0000003JLIJIA4","2019-04-13T01:21:59.000Z","Vincent Parrish","a4BB00000004F5kMAE","Available - Cases","false",575,245,276,483,165
"2020-07-01T08:22:24.000Z","false","0N5B000000005W5KAI","true","2019-05-27T13:06:51.000Z","758","2020-07-01T08:22:24.000Z","2019-05-27T12:55:48.000Z","005B0000003JLIJIA4","2019-05-27T12:55:48.000Z","Vincent Parrish","a4BB00000004F5lMAE","Available - Live Agent","false",663,67,514,162,436
"2020-07-01T08:22:24.000Z","false","0N5B000000005W8KAI","true","2019-08-27T00:48:04.000Z","759","2020-07-01T08:22:24.000Z","2019-08-27T00:33:06.000Z","005B0000003JLIJIA4","2019-08-27T00:33:06.000Z","Vincent Parrish","a4BB00000004F5mMAE","Busy - Training","false",898,481,199,353,315
"2020-07-01T08:22:24.000Z","false","0N5B000000005W3KAI","true","2019-10-01T06:50:54.000Z","760","2020-07-01T08:22:24.000Z","2019-10-01T06:39:57.000Z","005B0000003JLIJIA4","2019-10-01T06:39:57.000Z","Vincent Parrish","a4BB00000004F5nMAE","Busy","false",657,207,407,163,833
"2020-07-01T08:22:24.000Z","false","0N5B000000005W5KAI","false","2019-03-15T09:28:46.000Z","761","2020-07-01T08:22:24.000Z","2019-03-15T09:18:05.000Z","005B0000003JLIJIA4","2019-03-15T09:18:05.000Z","Vincent Parrish","a4BB00000004F5oMAE","Available - Live Agent","true",641,214,438,433,162
"2020-07-01T08:22:24.000Z","false","0N5B000000005W8KAI","true","2019-08-10T18:24:59.000Z","762","2020-07-01T08:22:24.000Z","2019-08-10T18:23:02.000Z","005B0000003JLIJIA4","2019-08-10T18:23:02.000Z","Vincent Parrish","a4BB00000004F5pMAE","Busy - Training","false",117,130,337,252,899
"2020-07-01T08:22:24.000Z","false","0N5B000000005W3KAI","true","2019-05-14T20:34:59.000Z","763","2020-07-01T08:22:24.000Z","2019-05-14T20:25:33.000Z","005B0000003JLIJIA4","2019-05-14T20:25:33.000Z","Vincent Parrish","a4BB00000004F5qMAE","Busy","true",566,531,353,376,408
"2020-07-01T08:22:24.000Z","false","0N5B000000005W9KAI","false","2020-02-13T05:53:17.000Z","764","2020-07-01T08:22:24.000Z","2020-02-13T05:47:43.000Z","005B0000003JLIJIA4","2020-02-13T05:47:43.000Z","Vincent Parrish","a4BB00000004F5rMAE","Available - LiveMessage","false",334,223,111,203,31
"2020-07-01T08:22:24.000Z","false","0N5B000000005W8KAI","false","2019-05-30T01:52:08.000Z","765","2020-07-01T08:22:24.000Z","2019-05-30T01:42:39.000Z","005B0000003JLIJIA4","2019-05-30T01:42:39.000Z","Vincent Parrish","a4BB00000004F5sMAE","Busy - Training","false",569,217,228,101,287
"2020-07-01T08:22:24.000Z","false","0N5B000000005W3KAI","true","2019-10-17T19:57:15.000Z","766","2020-07-01T08:22:24.000Z","2019-10-17T19:42:58.000Z","005B0000003JLIJIA4","2019-10-17T19:42:58.000Z","Vincent Parrish","a4BB00000004F5tMAE","Busy","true",857,176,293,70,317
"2020-07-01T08:22:24.000Z","false","0N5B000000005W5KAI","false","2019-05-07T21:46:47.000Z","767","2020-07-01T08:22:24.000Z","2019-05-07T21:37:27.000Z","005B0000003JLIJIA4","2019-05-07T21:37:27.000Z","Vincent Parrish","a4BB00000004F5uMAE","Available - Live Agent","false",560,95,524,257,199
"2020-07-01T08:22:24.000Z","false","0N5B000000005W3KAI","true","2019-11-08T11:52:53.000Z","768","2020-07-01T08:22:24.000Z","2019-11-08T11:39:40.000Z","005B0000003JLIJIA4","2019-11-08T11:39:40.000Z","Vincent Parrish","a4BB00000004F5vMAE","Busy","true",793,529,220,394,151
"2020-07-01T08:22:24.000Z","false","0N5B000000005W7KAI","true","2019-09-28T14:40:14.000Z","769","2020-07-01T08:22:24.000Z","2019-09-28T14:28:54.000Z","005B0000003JLIJIA4","2019-09-28T14:28:54.000Z","Vincent Parrish","a4BB00000004F5wMAE","Busy - Lunch","false",680,592,207,333,616
"2020-07-01T08:22:24.000Z","false","0N5B000000005W4KAI","false","2019-11-14T04:15:46.000Z","1061","2020-07-01T08:22:24.000Z","2019-11-14T04:14:11.000Z","005B0000003JLIKIA4","2019-11-14T04:14:11.000Z","Jonathan Bradshaw","a4BB00000004FAeMAM","Available - Cases","true",95,280,568,290,310
"2020-07-01T08:22:24.000Z","false","0N5B000000005W7KAI","false","2019-05-14T07:43:30.000Z","1062","2020-07-01T08:22:24.000Z","2019-05-14T07:35:10.000Z","005B0000003JLIKIA4","2019-05-14T07:35:10.000Z","Jonathan Bradshaw","a4BB00000004FAfMAM","Busy - Lunch","true",500,237,347,453,817
"2020-07-01T08:22:24.000Z","false","0N5B000000005W5KAI","true","2020-03-04T22:58:16.000Z","1063","2020-07-01T08:22:24.000Z","2020-03-04T22:49:18.000Z","005B0000003JLIKIA4","2020-03-04T22:49:18.000Z","Jonathan Bradshaw","a4BB00000004FAgMAM","Available - Live Agent","true",538,466,164,255,237
"2020-07-01T08:22:24.000Z","false","0N5B000000005W4KAI","true","2019-04-09T05:39:23.000Z","1064","2020-07-01T08:22:24.000Z","2019-04-09T05:30:19.000Z","005B0000003JLIKIA4","2019-04-09T05:30:19.000Z","Jonathan Bradshaw","a4BB00000004FAhMAM","Available - Cases","false",544,508,360,174,798
"2020-07-01T08:22:24.000Z","false","0N5B000000005W5KAI","true","2019-05-15T22:09:14.000Z","1065","2020-07-01T08:22:24.000Z","2019-05-15T22:00:49.000Z","005B0000003JLIKIA4","2019-05-15T22:00:49.000Z","Jonathan Bradshaw","a4BB00000004FAiMAM","Available - Live Agent","true",505,336,149,46,145
"2020-07-01T08:22:24.000Z","false","0N5B000000005W3KAI","true","2020-01-23T21:41:53.000Z","1066","2020-07-01T08:22:24.000Z","2020-01-23T21:35:27.000Z","005B0000003JLIKIA4","2020-01-23T21:35:27.000Z","Jonathan Bradshaw","a4BB00000004FAjMAM","Busy","true",386,270,403,392,161
"2020-07-01T08:22:24.000Z","false","0N5B000000005W4KAI","true","2019-04-24T21:05:29.000Z","1067","2020-07-01T08:22:24.000Z","2019-04-24T21:00:31.000Z","005B0000003JLIKIA4","2019-04-24T21:00:31.000Z","Jonathan Bradshaw","a4BB00000004FAkMAM","Available - Cases","true",298,293,259,198,724
"2020-07-01T08:22:24.000Z","false","0N5B000000005W7KAI","false","2019-09-19T17:21:22.000Z","1068","2020-07-01T08:22:24.000Z","2019-09-19T17:15:54.000Z","005B0000003JLIKIA4","2019-09-19T17:15:54.000Z","Jonathan Bradshaw","a4BB00000004FAlMAM","Busy - Lunch","false",328,326,120,86,488
"2020-07-01T08:22:24.000Z","false","0N5B000000005W6KAI","false","2019-04-02T13:44:31.000Z","1069","2020-07-01T08:22:24.000Z","2019-04-02T13:36:21.000Z","005B0000003JLIKIA4","2019-04-02T13:36:21.000Z","Jonathan Bradshaw","a4BB00000004FAmMAM","Busy - Break","false",490,517,444,444,607
"2020-07-01T08:22:24.000Z","false","0N5B000000005W4KAI","true","2019-09-02T04:36:44.000Z","1070","2020-07-01T08:22:24.000Z","2019-09-02T04:22:42.000Z","005B0000003JLIKIA4","2019-09-02T04:22:42.000Z","Jonathan Bradshaw","a4BB00000004FAnMAM","Available - Cases","true",842,46,303,493,392
"2020-07-01T08:22:24.000Z","false","0N5B000000005W4KAI","false","2020-01-23T03:21:09.000Z","1071","2020-07-01T08:22:24.000Z","2020-01-23T03:16:10.000Z","005B0000003JLIKIA4","2020-01-23T03:16:10.000Z","Jonathan Bradshaw","a4BB00000004FAoMAM","Available - Cases","true",299,484,203,474,147
"2020-07-01T08:22:24.000Z","false","0N5B000000005W6KAI","true","2019-09-16T02:35:44.000Z","1072","2020-07-01T08:22:24.000Z","2019-09-16T02:33:12.000Z","005B0000003JLIKIA4","2019-09-16T02:33:12.000Z","Jonathan Bradshaw","a4BB00000004FApMAM","Busy - Break","true",152,67,541,224,442
"2020-07-01T08:22:24.000Z","false","0N5B000000005W8KAI","false","2019-06-11T11:22:00.000Z","1073","2020-07-01T08:22:24.000Z","2019-06-11T11:16:55.000Z","005B0000003JLIKIA4","2019-06-11T11:16:55.000Z","Jonathan Bradshaw","a4BB00000004FAqMAM","Busy - Training","false",305,407,549,381,329
"2020-07-01T08:22:24.000Z","false","0N5B000000005W5KAI","false","2019-03-12T11:41:02.000Z","1074","2020-07-01T08:22:24.000Z","2019-03-12T11:33:49.000Z","005B0000003JLILIA4","2019-03-12T11:33:49.000Z","Kyle Warren","a4BB00000004FArMAM","Available - Live Agent","false",433,514,564,419,728
"2020-07-01T08:22:24.000Z","false","0N5B000000005W8KAI","false","2019-04-27T02:42:52.000Z","1075","2020-07-01T08:22:24.000Z","2019-04-27T02:34:59.000Z","005B0000003JLILIA4","2019-04-27T02:34:59.000Z","Kyle Warren","a4BB00000004FAsMAM","Busy - Training","true",473,115,363,382,814
"2020-07-01T08:22:24.000Z","false","0N5B000000005W4KAI","true","2019-04-23T03:34:27.000Z","1076","2020-07-01T08:22:24.000Z","2019-04-23T03:28:01.000Z","005B0000003JLILIA4","2019-04-23T03:28:01.000Z","Kyle Warren","a4BB00000004FAtMAM","Available - Cases","true",386,226,402,251,870
"2020-07-01T08:22:24.000Z","false","0N5B000000005W8KAI","true","2020-03-05T20:06:42.000Z","1077","2020-07-01T08:22:24.000Z","2020-03-05T20:03:44.000Z","005B0000003JLILIA4","2020-03-05T20:03:44.000Z","Kyle Warren","a4BB00000004FAuMAM","Busy - Training","false",178,299,484,120,215
"2020-07-01T08:22:24.000Z","false","0N5B000000005W3KAI","false","2019-10-20T12:13:51.000Z","1078","2020-07-01T08:22:24.000Z","2019-10-20T12:10:20.000Z","005B0000003JLILIA4","2019-10-20T12:10:20.000Z","Kyle Warren","a4BB00000004FAvMAM","Busy","true",211,532,39,298,505
