"Opportunity.Competitor_EDD_c__c","LastModifiedDate","Parent.ParentAccount.BillingState","Owner.Role.ParentRole.Name","Name","Industry","Owner.Role.Hierarchy_RoleNames","Opportunity.Product.Opportunity.DemoShow__c","AccountSource","Owner.Role.Name","Owner.Username","Owner.Role.DeveloperName","Opportunity.Predicted_Close_Date__c","Owner.Role.RoleNamesPath","hasOpportunity","Opportunity.Owner.Name","Owner.Role.RolePath","Opportunity.Id","Parent.ParentAccount.Name","Opportunity.Product.Opportunity.Discount_Approved__c","Parent.AccountParents","Parent.UltimateParentId","CreatedDate","ShippingState","Id","Parent.ParentAccount.OwnerId","BillingState","Parent.ParentAccount.ShippingState","AccountName","Owner.Role.RoleNames","Opportunity.Product.Opportunity.EDD_CreatedDate__c","Owner.UniqueUserName","Opportunity.EDD_CreatedDate__c","Owner.UserManager.UniqueUserName","Owner.FullPhotoUrl","Owner.SmallPhotoUrl","Owner.Role.ParentRoleId","Opportunity.DemoShow__c","OwnerId","Owner.UserManagerNames","Owner.UserRoleId","ParentId","Owner.Role.ParentRole.ForecastManager.UniqueUserName","Opportunity.Name","Owner.Name","Opportunity.Discount_Approved__c","Parent.Name","Opportunity.EDD_Leading_Causes__c","Opportunity.Product.Opportunity.EDD_Prescription__c","Opportunity.EDD_Prescription__c","Owner.Role.Roles","CustomFilter","Owner.Role.ParentRole.DeveloperName","Type","Opportunity.Product.Opportunity.Competitor_EDD_c__c","Owner.UserManager.Name","Opportunity.Product.Opportunity.Predicted_Close_Date__c","Opportunity.Product.Opportunity.EDD_Leading_Causes__c","Opportunity.Product.Opportunity.EDD_Outcome__c","AnnualRevenue","Opportunity.Product.Opportunity.EDD_Age__c","NumberOfEmployees","Opportunity.Product.Opportunity.Close_Date_Difference__c","Opportunity.EDD_Outcome__c","Opportunity.EDD_Age__c","Opportunity.Close_Date_Difference__c"
"","2020-07-01T08:00:38.000Z","NC","RVP East","Project Achieve","Shipping","Admin","","Inbound Call","East Sales","wblackwe1547565044135@demo.user","EastSales","2019-02-10","Wayne Blackwell/Andrew Malone/Elliot Shapiro/Admin",True,"Wayne Blackwell","","006B0000004t2X1IAI","Project Achieve","","001B000000SS4DwIAL","001B000000SS4DwIAL","2018-12-25T07:00:00.000Z","","001B000000SS4DwIAL","005B0000003CnfUIAS","NC","","Project Achieve","Admin","","Wayne Blackwell","","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3A/F","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3A/T","00EB0000000azEHMAY",True,"005B0000003CnfUIAS","Wayne Blackwell","00EB0000000azEDMAY","","Andrew Malone","Project Achieve 13","Wayne Blackwell","","Project Achieve","+14.534 because Lead Source is Reseller and Region is Southeast
-9.465 because Sales Stage Count is 2 to 3 and Competitor is Challenger Inc.
+6.449 because Amount is 29999 to 47820 and Product Name is Car Care
-2.170 because of other factors
from the base","","-5.258 if you change Executive Meeting to true","",True,"RVPEast","Mid-Market","","","","",0,327416000,0,506,0,79,0,37
"","2020-07-01T08:00:38.000Z","WV","RVP East","Interactive Gaming & Wagering","Transportation","Admin","","Website","East Sales","wblackwe1547565044135@demo.user","EastSales","","Wayne Blackwell/Andrew Malone/Elliot Shapiro/Admin",False,"","","","Interactive Gaming & Wagering","","001B000000SS4E0IAL","001B000000SS4E0IAL","2018-10-25T07:00:00.000Z","","001B000000SS4E0IAL","005B0000003CnfUIAS","WV","","Interactive Gaming & Wagering","Admin","","Wayne Blackwell","","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3A/F","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3A/T","00EB0000000azEHMAY","","005B0000003CnfUIAS","Wayne Blackwell","00EB0000000azEDMAY","","Andrew Malone","","Wayne Blackwell","","Interactive Gaming & Wagering","","","","",True,"RVPEast","Mid-Market","","","","",0,282081000,0,4757,0,0,0,0
"","2020-07-01T08:00:38.000Z","MO","RVP Central","Higher Engine","Healthcare & Life Sciences","Admin","","Inbound Call","Central Sales","rreilly1547565044080@demo.user","CentralSales","","Rachel Reilly/Andrew Barton/Elliot Shapiro/Admin",False,"","","","Higher Engine","","001B000000SS4E1IAL","001B000000SS4E1IAL","2018-06-27T08:00:00.000Z","","001B000000SS4E1IAL","005B0000003CnfYIAS","MO","","Higher Engine","Admin","","Rachel Reilly","","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2q/F","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2q/T","00EB0000000azELMAY","","005B0000003CnfYIAS","Rachel Reilly","00EB0000000azECMAY","","Andrew Barton","","Rachel Reilly","","Higher Engine","","","","",True,"RVPCentral","Mid-Market","","","","",0,441803000,0,1825,0,0,0,0
"","2020-07-01T08:00:38.000Z","HI","RVP West","go2dental.com","Construction","Admin","","Inbound Call","West Sales","cbrown1547565044007@demo.user","WestSales","2020-03-16","Courtney Brown/Tyler Parker/Elliot Shapiro/Admin",True,"Alyssa Williams","","006B0000003X10uIAC","go2dental.com","","001B000000SS4s0IAD","001B000000SS4s0IAD","2019-10-06T07:00:00.000Z","","001B000000SS4s0IAD","005B0000003CnfVIAS","HI","","go2dental.com","Admin","","Courtney Brown","","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2g/F","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2g/T","00EB0000000azEIMAY",True,"005B0000003CnfVIAS","Courtney Brown","00EB0000000azEFMAY","","Tyler Parker","go2dental.com 244","Courtney Brown","","go2dental.com","+14.534 because Lead Source is Reseller and Region is Midwest
+7.990 because Sales Stage Count is 1 to 2 and Lead Source is Reseller
+6.449 because Amount is 47821 to 61498 and Product Name is Replacement Parts
+0.928 because of other factors
from the bas","","-9.747 if you change Executive Meeting to true","",True,"RVPWest","Corporate","","","","",0,7798000,0,211,0,100,0,63
"","2020-07-01T08:00:38.000Z","SD","RVP Central","Mindpepper","Energy","Admin","","Marketing Event","Central Sales","aharriso1547565044108@demo.user","CentralSales","","Alicia Harrison/Andrew Barton/Elliot Shapiro/Admin",False,"","","","Mindpepper","","001B000000SS4s3IAD","001B000000SS4s3IAD","2020-04-11T08:00:00.000Z","","001B000000SS4s3IAD","005B0000003CnfZIAS","SD","","Mindpepper","Admin","","Alicia Harrison","","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs43/F","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs43/T","00EB0000000azELMAY","","005B0000003CnfZIAS","Alicia Harrison","00EB0000000azECMAY","","Andrew Barton","","Alicia Harrison","","Mindpepper","","","","",True,"RVPCentral","Corporate","","","","",0,9118000,0,6,0,0,0,0
"","2020-07-01T08:00:38.000Z","IL","RVP Central","TADAccounting","Healthcare & Life Sciences","Admin","","Data.com","Central Sales","awilliam1547565044035@demo.user","CentralSales","","Alyssa Williams/Andrew Barton/Elliot Shapiro/Admin",False,"","","","TADAccounting","","001B000000SS4s4IAD","001B000000SS4s4IAD","2018-10-10T08:00:00.000Z","","001B000000SS4s4IAD","005B0000003CnfXIAS","IL","","TADAccounting","Admin","","Alyssa Williams","","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3y/F","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3y/T","00EB0000000azELMAY","","005B0000003CnfXIAS","Alyssa Williams","00EB0000000azECMAY","","Andrew Barton","","Alyssa Williams","","TADAccounting","","","","",True,"RVPCentral","Corporate","","","","",0,4366000,0,29,0,0,0,0
"","2020-07-01T08:00:38.000Z","PA","RVP Central","Ventaso","Chemicals","Admin","","Marketing Event","Central Sales","ashaw1547565044117@demo.user","CentralSales","","Amy Shaw/Andrew Barton/Elliot Shapiro/Admin",False,"","","","Ventaso","","001B000000SS4s6IAD","001B000000SS4s6IAD","2019-05-01T08:00:00.000Z","","001B000000SS4s6IAD","005B0000003CnfgIAC","PA","","Ventaso","Admin","","Amy Shaw","","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/F","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs4D/T","00EB0000000azELMAY","","005B0000003CnfgIAC","Amy Shaw","00EB0000000azECMAY","","Andrew Barton","","Amy Shaw","","Ventaso","","","","",True,"RVPCentral","Corporate","","","","",0,3771000,0,33,0,0,0,0
"","2020-07-01T08:00:38.000Z","SD","RVP Central","Retalix","Not For Profit","Admin","","Social Media","Central Sales","snunez1547565044126@demo.user","CentralSales","","Sheri Nunez/Andrew Barton/Elliot Shapiro/Admin",False,"","","","Retalix","","001B000000SS4s7IAD","001B000000SS4s7IAD","2019-05-29T07:00:00.000Z","","001B000000SS4s7IAD","005B0000003CnfTIAS","SD","","Retalix","Admin","","Sheri Nunez","","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2l/F","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs2l/T","00EB0000000azELMAY","","005B0000003CnfTIAS","Sheri Nunez","00EB0000000azECMAY","","Andrew Barton","","Sheri Nunez","","Retalix","","","","",True,"RVPCentral","Corporate","","","","",0,7112000,0,125,0,0,0,0
"","2020-07-01T08:00:38.000Z","WI","RVP Central","Powernet International","Biotechnology","Admin","","Referral","Central Sales","aharriso1547565044108@demo.user","CentralSales","","Alicia Harrison/Andrew Barton/Elliot Shapiro/Admin",False,"","","","Powernet International","","001B000000SS4reIAD","001B000000SS4reIAD","2019-04-20T08:00:00.000Z","","001B000000SS4reIAD","005B0000003CnfZIAS","WI","","Powernet International","Admin","","Alicia Harrison","","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs43/F","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs43/T","00EB0000000azELMAY","","005B0000003CnfZIAS","Alicia Harrison","00EB0000000azECMAY","","Andrew Barton","","Alicia Harrison","","Powernet International","","","","",True,"RVPCentral","Corporate","","","","",0,9818000,0,187,0,0,0,0
"","2020-07-01T08:00:38.000Z","TX","RVP Central","fuzion communications","Engineering","Admin","","Social Media","Central Sales","awilliam1547565044035@demo.user","CentralSales","","Alyssa Williams/Andrew Barton/Elliot Shapiro/Admin",False,"","","","fuzion communications","","001B000000SS4rgIAD","001B000000SS4rgIAD","2019-04-01T08:00:00.000Z","","001B000000SS4rgIAD","005B0000003CnfXIAS","TX","","fuzion communications","Admin","","Alyssa Williams","","","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3y/F","https://sales-ed--c.gus.content.force.com/profilephoto/729B0000000Xs3y/T","00EB0000000azELMAY","","005B0000003CnfXIAS","Alyssa Williams","00EB0000000azECMAY","","Andrew Barton","","Alyssa Williams","","fuzion communications","","","","",True,"RVPCentral","Corporate","","","","",0,9062000,0,91,0,0,0,0
