"LastModifiedDate","Opportunity.IsWon","EstateHoldType","Owner.Role.ParentRole.Name","IsEnergyRelImprovement","IsBorrowerCommPropState","Owner.Username","IsPropertyCommPropState","Status","ApplicationExtIdentifier","TrustTitleType","OtherMortgageProgramType","NumActivitiesBucket","OtherLoanPurpose","LotAcquiredDate","Owner.Role.RolePath","Activities.Join_Key","AmortizationType","IsBalloon","IsRenovation","IsConstructionConversion","Account.FinancialAccount.Id","Account.FinancialAccount.FinServ__PrimaryOwner__c","Account.OwnerId","Id","Owner.Role.RoleNames","Owner.UniqueUserName","IsContractConversion","OtherLoanFeature","OtherRefinanceProgType","HasOtherLoanFeature","IsInterestOnly","Account.Industry","OtherAmortizationType","OwnerId","OpportunityId","RefinanceProgramType","Opportunity.Name","Owner.Name","LoanPurpose","HasMissingDocs","MortgageProgramType","HasPrepaymentPenalty","Account.Type","AccountId","Name","Owner.Role.Hierarchy_RoleNames","IsSubjectToPriorityLien","LoanApplicationFinancial.Name","Owner.Role.Name","RefinanceType","Opportunity.StageName","Owner.Role.DeveloperName","Account.RecordTypeId","Owner.Role.RoleNamesPath","Is1MplusLoanInNewStatusFor30Days","Opportunity.IsClosed","MortgageLienType","ProjectType","TitleType","CreatedDate","LeaseHoldExpirationDate","IsNegativeAmortization","Owner.SmallPhotoUrl","Owner.Role.ParentRoleId","Opportunity.Type","IsSingleClosing","Account.FinancialAccount.Name","HasHighPriorityActivityOpen","LoanBucket","IsTempIntRateBuydown","Owner.Role.Roles","Owner.Role.ParentRole.DeveloperName","Account.Name","NativeLandTenure","MonthsBetweenAdjustments","IntOnlyTermMonthCount","InitialBuydownRate","DaysSinceCreated","LoanApplicationFinancial.TotalMortgageLoansAmount","InterestRate","Activities.RLARelatedActivity","Activities.HighPriorityActivityOpen","BalloonTermMonths","DocumentChecklistItem.MissingDoc","TotalOtherAssetAmount","Opportunity.ExpectedRevenue","TotalFinLiabilityMonthlyAmt","LoanApplicationFinancial.PurchasePriceAmount","LoanApplicationFinancial.LoanAmount","MonthsBeforeFirstAdj","LotOriginalCost","PrepayPenaltyTermMonth","TotalOtherFinLiabilityMonthlyAmt","AmortizationTerm","TotalFinancialAssetAmount","LoanApplicationFinancial.LoanExclFinMortInsAmt","LoanApplicationFinancial.FinancedMortgageInsAmt","ImprovementCost","Opportunity.Amount"
"2020-05-18T23:43:44.000Z","false",,,"false","false","rad@cseg.com","false",,,,,"1. None",,,,,,"false","false","false","a086g0000004CJGAA2","0016g00000ADEX4AAP","0056g000003k86UAAQ","0cd6g000000LBBYAA4",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g000011HfO3AAK","Interest Rate Reduction","Rachel Adam’s 30 Fixed Year Mortgage","R CSEG","Purchase","No","Conventional","false","Customer","0016g00000ADEX4AAP","Raj Varma Residential Loan Application",,"false",,,"Cash Out","Qualification",,"0126g000001BTvoAAG",,"false","false",,,,"2020-01-28T22:18:52.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","Bank of BAS Checking Account","No","NA","false",,,"Raj Varma",,0,0,0,58,0,4,0,0,0,1,0,10000,0,0,0,0,1000000,0,0,0,0,0,0,0,100000
"2020-08-11T19:24:07.000Z","false",,,"false","false","rad@cseg.com","false","Completed",,,,"2. 1-2",,,,"0cd6g000000LHigAAG","Fixed Rate","false","false","false","a086g000003kxd1AAA","0016g00000IGOLEAA5","0056g000003k86UAAQ","0cd6g000000LHigAAG",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g00001XJIpdAAH",,"Dong 30 Years Fixed Mortgage","R CSEG","Purchase","Yes","Conventional","false",,"0016g00000IGOLEAA5","Dong Q Home Loan",,"false","Dong Q Home Loan",,,"Client Presentation",,"0126g000001BTvoAAG",,"false","false","First Lien",,,"2020-03-17T20:52:22.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"true","a086g000003kxd1","No","1. <500K","false",,,"Dong Q",,0,0,0,45,85000,2.75,2,0,0,4,0,1500000,0,0,85000,0,2300000,0,0,360,0,85000,0,0,2000000
"2020-07-08T22:30:49.000Z","false",,,"false","false","gm@mortgage.com","false","New",,,,"3. 3-4",,,,"0cd6g000000gEquAAE",,"false","false","false","a086g0000004CJGAA2","0016g00000ADEX4AAP","0056g000003k86UAAQ","0cd6g000000gEquAAE",,"G M","false",,,"false","false",,,"0056g000004vRKBAA2","0066g00002nh1QUAAY",,"Jacks Home Loan","G M","Purchase","No","USDARuralHousingService","false","Customer","0016g00000ADEX4AAP","Jacks Home Loan",,"false","Jacks Financials",,,"Qualification",,"0126g000001BTvoAAG",,"false","false","First Lien",,,"2020-07-08T22:30:49.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/005/T",,"Existing Business","false","Bank of BAS Checking Account","Yes","2. 500K-999K","false",,,"Raj Varma",,0,0,0,38,857500,0,3,2,0,4,0,82500,0,0,857500,0,850000,0,0,360,0,850000,7500,0,825000
"2020-08-11T19:24:07.000Z","false",,,"false","false","gm@mortgage.com","false","Pending",,,,"2. 1-2",,,,"0cd6g000000gEqzAAE",,"false","false","false","a086g000003kxd3AAA","0016g00000VYAYSAA5","0056g000004vRKBAA2","0cd6g000000gEqzAAE",,"G M","false",,,"false","false",,,"0056g000004vRKBAA2","0066g0000391ROdAAM",,"Zen Loan Opp","G M","Purchase","No","VA","false",,"0016g00000VYAYSAA5","Debbie Zen Zen Home Loan",,"false","Debbie Zen Zen Home Loan",,,"Client Presentation",,"0126g000001BTvoAAG",,"false","false",,,,"2020-07-09T17:55:48.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/005/T",,,"false","a086g000003kxd3","No","3. 1M+","false",,,"Debbie Zen",,0,0,0,37,1143000,0,1,0,0,4,0,1312500,0,0,1143000,0,0,0,0,0,0,1143000,0,0,1750000
"2020-07-20T19:28:57.000Z","false",,,"false","false","rad@cseg.com","false","New",,,,"1. None",,,,,,"false","false","false","a086g000003kxd0AAA","0016g00000ADEX0AAP","0056g000003k86UAAQ","0cd6g000000gErcAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g000011HfNzAAK",,"Adam Richman","R CSEG","Refinance","No",,"false","Partner","0016g00000ADEX0AAP","Refinance Home Loan",,"false",,,,"Develop Proposal",,"0126g000001BTvoAAG",,"false","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxd0","No","NA","false",,,"Aaron Thompson",,0,0,0,20,0,5.22,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-08-11T19:24:07.000Z","false",,,"false","false","rad@cseg.com","false","New",,,,"1. None",,,,,,"false","false","false","a086g000003kxd1AAA","0016g00000IGOLEAA5","0056g000003k86UAAQ","0cd6g000000gErdAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g00001XJIpdAAH",,"Dong 30 Years Fixed Mortgage","R CSEG","Other","No",,"false",,"0016g00000IGOLEAA5","Dong Q Other Home Loan",,"false","Dong Q Other Home Loan",,,"Client Presentation",,"0126g000001BTvoAAG",,"false","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxd1","No","2. 500K-999K","false",,,"Dong Q",,0,0,0,26,832000,5.22,0,0,0,3,0,1500000,0,0,832000,0,0,0,0,0,0,832000,0,0,2000000
"2020-08-11T19:24:07.000Z","false",,,"false","false","rad@cseg.com","false","New",,,,"1. None",,,,,,"false","false","false","a086g000003kxnIAAQ","0016g00000Vbnn7AAB","0056g000003k86UAAQ","0cd6g000000gErfAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g0000392rJZAAY",,"Home Loan Oppty","R CSEG","Purchase","No",,"false",,"0016g00000Vbnn7AAB","Keenan Petty ",,"false","Keenan Petty ",,,"Client Presentation",,"0126g000001BTvoAAG",,"false","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxnI","No","2. 500K-999K","false",,,"Keenan Petty",,0,0,0,28,914000,3.13,0,0,0,3,0,251727.27,0,0,914000,0,0,0,0,0,0,914000,0,0,300000
"2020-08-11T19:24:07.000Z","false",,,"false","false","rad@cseg.com","false","New",,,,"1. None",,,,,,"false","false","false","a086g000003kxnJAAQ","0016g00000Vbnn8AAB","0056g000003k86UAAQ","0cd6g000000gErgAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g0000392rJaAAI",,"Home Loan Oppty","R CSEG","Purchase","No",,"false",,"0016g00000Vbnn8AAB","Zane Arroyo ",,"false","Zane Arroyo ",,,"Qualification",,"0126g000001BTvoAAG",,"false","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxnJ","No","1. <500K","false",,,"Zane Arroyo",,0,0,0,6,359000,5.22,0,0,0,3,0,1429030.3,0,0,359000,0,0,0,0,0,0,359000,0,0,1700000
"2020-08-11T19:24:07.000Z","false",,,"false","false","rad@cseg.com","false","New",,,,"1. None",,,,,,"false","false","false","a086g000003kxnLAAQ","0016g00000VbnnAAAR","0056g000003k86UAAQ","0cd6g000000gErhAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g0000392rJbAAI",,"Home Loan Oppty","R CSEG","Purchase","No",,"false",,"0016g00000VbnnAAAR","Austin Harvey ",,"false","Austin Harvey ",,,"Discovery",,"0126g000001BTvoAAG",,"false","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxnL","No","2. 500K-999K","false",,,"Austin Harvey",,0,0,0,34,538000,4.17,0,0,0,3,0,421818.18,0,0,538000,0,0,0,0,0,0,538000,0,0,500000
"2020-09-01T14:57:51.000Z","false",,,"false","false","rad@cseg.com","false","Completed",,,,"1. None",,,,,,"false","false","false","a086g000003kxnMAAQ","0016g00000VbnnBAAR","0056g000003k86UAAQ","0cd6g000000gEriAAE",,"R CSEG","false",,,"false","false",,,"0056g000003k86UAAQ","0066g0000392rJcAAI",,"Home Loan Oppty","R CSEG","Purchase","No",,"false",,"0016g00000VbnnBAAR","Kasen Mclean ",,"false","Kasen Mclean ",,,"Qualification",,"0126g000001BTvoAAG",,"false","false",,,,"2020-07-20T19:28:57.000Z",,"false","https://cseg--c.documentforce.com/profilephoto/7296g000000hD8r/T",,,"false","a086g000003kxnM","No","2. 500K-999K","false",,,"Kasen Mclean",,0,0,0,29,996000,4.17,0,0,0,2,0,591606.06,0,0,996000,0,0,0,0,0,0,996000,0,0,700000
